# Energy Star Score,Floor Area,Occupancy,Site EUI,Year Built
8.600000000000000000e+01,5.267600099999999657e+03,1.000000000000000000e+02,6.750824739999998769e+01,1.981000000000000000e+03
4.500000000000000000e+01,3.066170611999999892e+03,1.000000000000000000e+02,1.324928219999999897e+02,1.960000000000000000e+03
5.200000000000000000e+01,1.667051431999999977e+03,1.000000000000000000e+02,1.104106850000000009e+02,1.964000000000000000e+03
7.600000000000000000e+01,5.677766845000000103e+03,1.000000000000000000e+02,1.000005346999999887e+02,2.014000000000000000e+03
6.100000000000000000e+01,3.457756757000000107e+03,1.000000000000000000e+02,1.369092493999999931e+02,2.004000000000000000e+03
4.600000000000000000e+01,6.268815730999999687e+03,1.000000000000000000e+02,1.261836399999999969e+02,1.991000000000000000e+03
9.600000000000000000e+01,5.131961720000000241e+03,1.000000000000000000e+02,9.306043449999999950e+01,1.967000000000000000e+03
7.200000000000000000e+01,1.210358864600000015e+04,9.500000000000000000e+01,1.397483812999999770e+02,1.985000000000000000e+03
8.400000000000000000e+01,4.410291215999999622e+03,1.000000000000000000e+02,1.082024712999999849e+02,1.972000000000000000e+03
7.200000000000000000e+01,4.552247000000000298e+03,1.000000000000000000e+02,1.205053762000000006e+02,1.970000000000000000e+03
5.600000000000000000e+01,2.486362989000000198e+03,1.000000000000000000e+02,1.318619037999999932e+02,1.970000000000000000e+03
7.100000000000000000e+01,2.290058950000000095e+03,1.000000000000000000e+02,1.094643077000000062e+02,1.990000000000000000e+03
9.900000000000000000e+01,1.961925553999999920e+03,1.000000000000000000e+02,6.277636089999999314e+01,2.010000000000000000e+03
9.600000000000000000e+01,6.830135656999999810e+03,9.500000000000000000e+01,1.028396666000000010e+02,2.009000000000000000e+03
9.400000000000000000e+01,3.795830774000000019e+03,1.000000000000000000e+02,6.435365639999999132e+01,1.971000000000000000e+03
8.700000000000000000e+01,7.299017098000000260e+03,9.500000000000000000e+01,1.492121542999999804e+02,1.985000000000000000e+03
6.100000000000000000e+01,9.290299999999999272e+03,9.500000000000000000e+01,1.227135898999999881e+02,2.007000000000000000e+03
9.400000000000000000e+01,3.143837520000000040e+03,1.000000000000000000e+02,1.160889487999999830e+02,1.925000000000000000e+03
6.300000000000000000e+01,1.002321176700000069e+04,9.500000000000000000e+01,1.056787984999999992e+02,1.970000000000000000e+03
2.900000000000000000e+01,6.081244574000000284e+03,1.000000000000000000e+02,1.911682145999999989e+02,1.980000000000000000e+03
8.900000000000000000e+01,8.184847203000000263e+03,1.000000000000000000e+02,1.009469119999999975e+02,1.972000000000000000e+03
6.300000000000000000e+01,3.450696128999999928e+03,1.000000000000000000e+02,1.179817033999999865e+02,1.992000000000000000e+03
7.500000000000000000e+01,4.416980231999999887e+03,1.000000000000000000e+02,1.044169621000000063e+02,2.002000000000000000e+03
5.800000000000000000e+01,2.023241534000000001e+03,9.500000000000000000e+01,1.804426052000000027e+02,1.964000000000000000e+03
9.000000000000000000e+01,1.057979363999999987e+04,1.000000000000000000e+02,1.466884814999999946e+02,2.008000000000000000e+03
1.000000000000000000e+02,2.037920208000000002e+03,1.000000000000000000e+02,1.697169957999999781e+02,1.924000000000000000e+03
9.000000000000000000e+01,2.290058950000000095e+03,1.000000000000000000e+02,8.864400709999999606e+01,1.990000000000000000e+03
8.200000000000000000e+01,6.400459281999999803e+03,1.000000000000000000e+02,1.328082810999999879e+02,1.996000000000000000e+03
9.100000000000000000e+01,4.359566178000000036e+03,1.000000000000000000e+02,8.075752959999999803e+01,1.988000000000000000e+03
3.700000000000000000e+01,4.314972738000000390e+03,1.000000000000000000e+02,1.867517871999999954e+02,1.967000000000000000e+03
6.500000000000000000e+01,2.752901695999999902e+03,1.000000000000000000e+02,1.447957269000000053e+02,1.986000000000000000e+03
8.600000000000000000e+01,2.908328414999999950e+03,1.000000000000000000e+02,8.517395700000000147e+01,1.968000000000000000e+03
8.900000000000000000e+01,5.687335853999999927e+03,1.000000000000000000e+02,9.779232100000000116e+01,1.987000000000000000e+03
4.400000000000000000e+01,3.277617839999999887e+03,1.000000000000000000e+02,1.498430725000000052e+02,1.963000000000000000e+03
8.700000000000000000e+01,3.370706646000000092e+03,9.500000000000000000e+01,8.801308889999999963e+01,1.967000000000000000e+03
4.700000000000000000e+01,2.747141709999999875e+03,1.000000000000000000e+02,1.656160275000000013e+02,1.963000000000000000e+03
8.200000000000000000e+01,3.926731100999999853e+03,9.500000000000000000e+01,8.706671160000000498e+01,1.999000000000000000e+03
8.300000000000000000e+01,4.083644268000000011e+03,9.500000000000000000e+01,1.214517534999999953e+02,1.989000000000000000e+03
7.800000000000000000e+01,3.290159744999999930e+03,1.000000000000000000e+02,1.100952258999999884e+02,1.985000000000000000e+03
7.800000000000000000e+01,4.983316920000000209e+03,1.000000000000000000e+02,1.034705847999999833e+02,2.004000000000000000e+03
7.300000000000000000e+01,3.005412049999999908e+03,1.000000000000000000e+02,1.205053762000000006e+02,1.969000000000000000e+03
1.000000000000000000e+02,8.825784999999999854e+03,1.000000000000000000e+02,9.400681179999999415e+01,1.971000000000000000e+03
7.600000000000000000e+01,2.117816788000000088e+03,1.000000000000000000e+02,1.577295499999999890e+02,1.984000000000000000e+03
8.500000000000000000e+01,2.735064319999999952e+03,9.500000000000000000e+01,1.223981307999999899e+02,1.928000000000000000e+03
7.100000000000000000e+01,2.390208384000000024e+03,1.000000000000000000e+02,1.359628720999999985e+02,1.961000000000000000e+03
8.800000000000000000e+01,2.822393140000000130e+03,1.000000000000000000e+02,1.012623710999999957e+02,1.990000000000000000e+03
1.000000000000000000e+02,3.940016230000000178e+03,1.000000000000000000e+02,6.498457460000000196e+01,1.990000000000000000e+03
8.000000000000000000e+00,2.663807718999999906e+03,1.000000000000000000e+02,2.009474467000000004e+02,1.976000000000000000e+03
8.100000000000000000e+01,2.591436282000000119e+03,1.000000000000000000e+02,1.110416032000000115e+02,1.968000000000000000e+03
7.400000000000000000e+01,3.624146029999999882e+03,1.000000000000000000e+02,1.252372627000000023e+02,1.980000000000000000e+03
2.000000000000000000e+00,2.964813439000000017e+03,1.000000000000000000e+02,2.138812697999999841e+02,1.989000000000000000e+03
8.600000000000000000e+01,2.090689112000000023e+03,1.000000000000000000e+02,1.444802677999999787e+02,1.927000000000000000e+03
1.000000000000000000e+02,2.143272210000000086e+03,1.000000000000000000e+02,8.201936599999999800e+00,1.963000000000000000e+03
6.000000000000000000e+01,1.225195473700000002e+04,1.000000000000000000e+02,1.091488486000000080e+02,2.004000000000000000e+03
8.700000000000000000e+01,3.730677900100000261e+04,9.500000000000000000e+01,1.145116532999999919e+02,2.003000000000000000e+03
6.300000000000000000e+01,5.963350666999999703e+03,1.000000000000000000e+02,1.488966952000000106e+02,1.964000000000000000e+03
8.100000000000000000e+01,4.913268057999999655e+03,9.000000000000000000e+01,7.823385679999999809e+01,1.965000000000000000e+03
2.200000000000000000e+01,5.790458184000000074e+03,9.000000000000000000e+01,1.337546583999999825e+02,1.969000000000000000e+03
7.800000000000000000e+01,3.680538151000000198e+03,1.000000000000000000e+02,1.186126215999999971e+02,1.963000000000000000e+03
9.700000000000000000e+01,2.150890256000000136e+03,1.000000000000000000e+02,1.706633731000000012e+02,1.960000000000000000e+03
8.700000000000000000e+01,3.275945585999999821e+03,1.000000000000000000e+02,1.044169621000000063e+02,1.986000000000000000e+03
8.000000000000000000e+01,2.703477300000000014e+03,1.000000000000000000e+02,1.170353261000000060e+02,1.987000000000000000e+03
9.900000000000000000e+01,2.062892534399999931e+04,9.500000000000000000e+01,1.069406348999999921e+02,2.009000000000000000e+03
9.700000000000000000e+01,2.449387595000000147e+03,1.000000000000000000e+02,1.223981307999999899e+02,2.004000000000000000e+03
8.000000000000000000e+00,3.842839692000000014e+03,1.000000000000000000e+02,1.378556267000000162e+02,1.965000000000000000e+03
8.100000000000000000e+01,2.930996747000000141e+03,1.000000000000000000e+02,1.107261440999999991e+02,1.988000000000000000e+03
7.200000000000000000e+01,2.980421143000000029e+03,1.000000000000000000e+02,8.138844779999999446e+01,1.962000000000000000e+03
8.300000000000000000e+01,5.398872038999999859e+03,1.000000000000000000e+02,7.949569319999999095e+01,1.981000000000000000e+03
6.500000000000000000e+01,4.440949206000000231e+03,9.000000000000000000e+01,1.277609355000000022e+02,1.988000000000000000e+03
9.800000000000000000e+01,1.109521948399999928e+04,1.000000000000000000e+02,6.877008379999999477e+01,2.009000000000000000e+03
6.500000000000000000e+01,2.371349075000000084e+03,1.000000000000000000e+02,1.400638404000000037e+02,1.987000000000000000e+03
7.200000000000000000e+01,2.327034344000000146e+03,1.000000000000000000e+02,2.318624384999999961e+02,1.949000000000000000e+03
1.000000000000000000e+02,2.748070740000000114e+03,9.500000000000000000e+01,4.321789669999999717e+01,1.963000000000000000e+03
6.800000000000000000e+01,2.746491388999999799e+03,1.000000000000000000e+02,1.425875132000000178e+02,1.980000000000000000e+03
8.800000000000000000e+01,1.912965672999999924e+03,1.000000000000000000e+02,1.381710857999999860e+02,1.960000000000000000e+03
1.000000000000000000e+02,1.778386387199999808e+04,1.000000000000000000e+02,4.290243759999999895e+01,1.969000000000000000e+03
1.000000000000000000e+02,7.307099658999999519e+03,1.000000000000000000e+02,1.545749590000000140e+01,1.986000000000000000e+03
1.000000000000000000e+02,3.689456838999999945e+03,1.000000000000000000e+02,6.246090180000000203e+01,1.989000000000000000e+03
8.200000000000000000e+01,3.107698253000000022e+03,1.000000000000000000e+02,1.460575632999999982e+02,1.985000000000000000e+03
6.700000000000000000e+01,6.705274024999999710e+03,1.000000000000000000e+02,1.182971624999999989e+02,1.966000000000000000e+03
1.000000000000000000e+02,2.861412400000000162e+03,1.000000000000000000e+02,4.731886499999999884e+00,1.964000000000000000e+03
8.600000000000000000e+01,2.115029697999999826e+03,9.500000000000000000e+01,1.359628720999999985e+02,1.964000000000000000e+03
9.400000000000000000e+01,4.500035514000000148e+03,1.000000000000000000e+02,7.949569319999999095e+01,1.989000000000000000e+03
5.100000000000000000e+01,2.142714791999999761e+03,1.000000000000000000e+02,1.246063444999999916e+02,1.962000000000000000e+03
2.800000000000000000e+01,8.662554428999999800e+03,9.500000000000000000e+01,1.536285817000000122e+02,2.004000000000000000e+03
9.800000000000000000e+01,3.926731100999999853e+03,9.500000000000000000e+01,1.113570622999999813e+02,1.999000000000000000e+03
6.900000000000000000e+01,4.990005935999999565e+03,1.000000000000000000e+02,1.690860776000000101e+02,1.962000000000000000e+03
9.100000000000000000e+01,6.137729597999999896e+03,1.000000000000000000e+02,8.485849789999998904e+01,1.985000000000000000e+03
9.700000000000000000e+01,2.431921831000000111e+03,1.000000000000000000e+02,8.359666149999999618e+01,1.978000000000000000e+03
3.900000000000000000e+01,5.213530553999999938e+03,1.000000000000000000e+02,1.757107187000000010e+02,1.927000000000000000e+03
5.400000000000000000e+01,1.228270563000000038e+04,1.000000000000000000e+02,1.634078137999999853e+02,1.927000000000000000e+03
8.200000000000000000e+01,2.112335510999999769e+03,1.000000000000000000e+02,1.107261440999999991e+02,1.972000000000000000e+03
9.000000000000000000e+01,2.822393140000000130e+03,1.000000000000000000e+02,9.873869829999999581e+01,1.990000000000000000e+03
7.300000000000000000e+01,3.187037414999999783e+03,1.000000000000000000e+02,1.321773628999999914e+02,1.987000000000000000e+03
9.600000000000000000e+01,2.298977637999999843e+03,1.000000000000000000e+02,8.012661139999998738e+01,1.963000000000000000e+03
4.500000000000000000e+01,9.104494000000000597e+03,1.000000000000000000e+02,1.343855766000000074e+02,2.014000000000000000e+03
9.200000000000000000e+01,5.758192972100000043e+04,9.500000000000000000e+01,7.066283839999999827e+01,2.016000000000000000e+03
1.000000000000000000e+02,3.636223419999999805e+03,1.000000000000000000e+02,9.463772999999999769e-01,1.963000000000000000e+03
3.800000000000000000e+01,3.803448820000000069e+03,1.000000000000000000e+02,1.526822043999999892e+02,1.988000000000000000e+03
7.200000000000000000e+01,8.228976128000000244e+03,9.500000000000000000e+01,1.488966952000000106e+02,1.986000000000000000e+03
5.300000000000000000e+01,4.969102761000000100e+03,1.000000000000000000e+02,1.249218036000000041e+02,1.971000000000000000e+03
3.600000000000000000e+01,5.196157693000000108e+03,1.000000000000000000e+02,1.466884814999999946e+02,2.016000000000000000e+03
3.700000000000000000e+01,1.892619915999999876e+03,1.000000000000000000e+02,1.817044415999999956e+02,1.962000000000000000e+03
1.000000000000000000e+02,7.102341446999999789e+03,1.000000000000000000e+02,4.037876479999999901e+01,2.014000000000000000e+03
9.300000000000000000e+01,4.488887154000000010e+03,9.500000000000000000e+01,1.078870122000000009e+02,2.010000000000000000e+03
8.800000000000000000e+01,2.782630655999999817e+03,9.500000000000000000e+01,9.653048460000000830e+01,1.990000000000000000e+03
5.900000000000000000e+01,3.230794727999999850e+03,1.000000000000000000e+02,1.381710857999999860e+02,1.970000000000000000e+03
8.200000000000000000e+01,7.103549186000000191e+03,1.000000000000000000e+02,1.410102176999999983e+02,2.001000000000000000e+03
9.200000000000000000e+01,1.775376330000000053e+03,1.000000000000000000e+02,1.466884814999999946e+02,1.996000000000000000e+03
6.500000000000000000e+01,3.678772993999999926e+03,1.000000000000000000e+02,1.132498168999999990e+02,1.986000000000000000e+03
9.800000000000000000e+01,2.020640249999999924e+03,9.000000000000000000e+01,8.643579339999999434e+01,1.990000000000000000e+03
5.700000000000000000e+01,3.987210954000000129e+03,1.000000000000000000e+02,1.233445080999999988e+02,1.971000000000000000e+03
8.600000000000000000e+01,5.118955299999999625e+03,1.000000000000000000e+02,1.151425715000000025e+02,2.002000000000000000e+03
5.200000000000000000e+01,7.854669941000000108e+03,1.000000000000000000e+02,1.615150591999999961e+02,1.970000000000000000e+03
8.700000000000000000e+01,2.275380275999999867e+03,1.000000000000000000e+02,1.293382310000000075e+02,1.998000000000000000e+03
8.100000000000000000e+01,2.378038090999999895e+03,1.000000000000000000e+02,1.403792995000000019e+02,1.961000000000000000e+03
8.400000000000000000e+01,7.659666543999999703e+03,1.000000000000000000e+02,1.107261440999999991e+02,2.014000000000000000e+03
8.500000000000000000e+01,5.165871315000000322e+03,1.000000000000000000e+02,1.198744580000000042e+02,1.971000000000000000e+03
7.700000000000000000e+01,2.888354269999999815e+03,1.000000000000000000e+02,1.179817033999999865e+02,1.959000000000000000e+03
7.600000000000000000e+01,2.297491190000000188e+03,1.000000000000000000e+02,1.331237402000000145e+02,1.964000000000000000e+03
3.500000000000000000e+01,4.518987726000000293e+03,1.000000000000000000e+02,1.968464783999999952e+02,1.957000000000000000e+03
4.900000000000000000e+01,9.104494000000000597e+03,1.000000000000000000e+02,1.334391992999999843e+02,2.014000000000000000e+03
8.800000000000000000e+01,2.240820360000000164e+03,1.000000000000000000e+02,1.274454763999999898e+02,1.990000000000000000e+03
7.200000000000000000e+01,5.353442471999999725e+03,1.000000000000000000e+02,1.369092493999999931e+02,1.969000000000000000e+03
9.600000000000000000e+01,2.876276879999999892e+03,9.500000000000000000e+01,1.296536901000000057e+02,1.989000000000000000e+03
1.000000000000000000e+02,2.907492287999999917e+03,9.500000000000000000e+01,1.397483812999999770e+02,1.989000000000000000e+03
6.000000000000000000e+01,3.674499456000000009e+03,1.000000000000000000e+02,1.217672126000000077e+02,1.928000000000000000e+03
1.000000000000000000e+00,1.028854273499999908e+04,9.500000000000000000e+01,3.940084158999999886e+02,2.002000000000000000e+03
2.000000000000000000e+01,5.418102960000000166e+03,1.000000000000000000e+02,2.075720877999999914e+02,1.969000000000000000e+03
9.000000000000000000e+01,6.352707139999999526e+03,1.000000000000000000e+02,1.085179303999999973e+02,1.996000000000000000e+03
5.100000000000000000e+01,2.154513472999999976e+03,1.000000000000000000e+02,1.328082810999999879e+02,1.987000000000000000e+03
8.100000000000000000e+01,4.759420689999999922e+03,1.000000000000000000e+02,1.968464783999999952e+02,2.006000000000000000e+03
9.900000000000000000e+01,7.208715382000000318e+03,1.000000000000000000e+02,4.763432410000000061e+01,2.000000000000000000e+03
1.000000000000000000e+02,7.496900488000000223e+03,1.000000000000000000e+02,5.047345599999999877e+01,1.959000000000000000e+03
9.100000000000000000e+01,7.374640139999999519e+03,1.000000000000000000e+02,8.454303880000000504e+01,1.972000000000000000e+03
2.100000000000000000e+01,3.185736773000000085e+03,1.000000000000000000e+02,1.864363280999999972e+02,1.928000000000000000e+03
7.900000000000000000e+01,3.842839692000000014e+03,1.000000000000000000e+02,8.927492530000000670e+01,1.989000000000000000e+03
1.000000000000000000e+02,6.197094614999999976e+03,1.000000000000000000e+02,4.006330569999999369e+01,2.003000000000000000e+03
9.700000000000000000e+01,5.089226340000000164e+03,9.500000000000000000e+01,8.233482510000000332e+01,1.985000000000000000e+03
9.900000000000000000e+01,9.821240644999999859e+03,1.000000000000000000e+02,1.022087483999999904e+02,1.964000000000000000e+03
6.500000000000000000e+01,2.120510975000000144e+03,1.000000000000000000e+02,1.268145582000000076e+02,1.974000000000000000e+03
9.600000000000000000e+01,7.682056166999999732e+03,1.000000000000000000e+02,7.981115230000000338e+01,2.014000000000000000e+03
5.000000000000000000e+01,1.779092450000000099e+04,9.500000000000000000e+01,1.804426052000000027e+02,1.970000000000000000e+03
9.100000000000000000e+01,3.899696327999999994e+03,1.000000000000000000e+02,6.056814719999999852e+01,1.981000000000000000e+03
5.400000000000000000e+01,2.025285399999999981e+03,1.000000000000000000e+02,1.864363280999999972e+02,1.992000000000000000e+03
8.300000000000000000e+01,5.669777186999999685e+03,1.000000000000000000e+02,1.116725213999999937e+02,1.970000000000000000e+03
1.000000000000000000e+02,5.925910757999999987e+03,1.000000000000000000e+02,4.195606030000000430e+01,1.910000000000000000e+03
1.000000000000000000e+02,4.588479169999999613e+03,1.000000000000000000e+02,4.794978319999999883e+01,1.980000000000000000e+03
5.900000000000000000e+01,1.340450935500000014e+04,1.000000000000000000e+02,1.189280807000000095e+02,1.995000000000000000e+03
8.700000000000000000e+01,2.790991926000000149e+03,1.000000000000000000e+02,8.927492530000000670e+01,1.985000000000000000e+03
8.400000000000000000e+01,5.833007757999999740e+03,1.000000000000000000e+02,1.331237402000000145e+02,1.979000000000000000e+03
9.900000000000000000e+01,1.021932999999999993e+04,9.500000000000000000e+01,6.119906539999999495e+01,1.988000000000000000e+03
7.700000000000000000e+01,2.576943413999999848e+03,9.500000000000000000e+01,1.394329222000000073e+02,1.986000000000000000e+03
8.000000000000000000e+01,6.707968211999999767e+03,1.000000000000000000e+02,7.918023410000000695e+01,2.013000000000000000e+03
1.000000000000000000e+01,4.246131615000000238e+03,1.000000000000000000e+02,1.561522544999999980e+02,1.973000000000000000e+03
6.800000000000000000e+01,4.723188519999999698e+03,1.000000000000000000e+02,1.362783311999999967e+02,1.983000000000000000e+03
1.000000000000000000e+02,3.243522438999999849e+03,1.000000000000000000e+02,7.886477499999999807e+00,1.963000000000000000e+03
6.100000000000000000e+01,6.420619233000000349e+03,1.000000000000000000e+02,1.425875132000000178e+02,2.013000000000000000e+03
1.000000000000000000e+02,3.079362838000000011e+03,9.500000000000000000e+01,5.930631079999999855e+01,1.989000000000000000e+03
1.000000000000000000e+02,3.310784211000000141e+03,1.000000000000000000e+02,5.678263799999999861e+01,1.989000000000000000e+03
1.000000000000000000e+00,1.543499732299999960e+04,1.000000000000000000e+02,2.542600345999999831e+02,2.002000000000000000e+03
8.100000000000000000e+01,3.796481095000000096e+03,1.000000000000000000e+02,1.123034396000000044e+02,1.984000000000000000e+03
8.400000000000000000e+01,5.848243849999999838e+03,9.500000000000000000e+01,1.410102176999999983e+02,1.988000000000000000e+03
1.000000000000000000e+02,9.858494747999999163e+03,9.500000000000000000e+01,6.056814719999999852e+01,1.987000000000000000e+03
9.900000000000000000e+01,6.635503872000000229e+03,9.500000000000000000e+01,9.116767989999999600e+01,1.990000000000000000e+03
8.000000000000000000e+01,2.626274906999999985e+03,1.000000000000000000e+02,8.895946619999999427e+01,1.985000000000000000e+03
9.900000000000000000e+01,4.783761276000000180e+03,1.000000000000000000e+02,7.350197029999999643e+01,1.986000000000000000e+03
3.100000000000000000e+01,2.412319297999999890e+03,1.000000000000000000e+02,1.410102176999999983e+02,1.998000000000000000e+03
4.900000000000000000e+01,2.918083230000000185e+03,1.000000000000000000e+02,1.195589988999999917e+02,1.988000000000000000e+03
2.500000000000000000e+01,1.596147862399999940e+04,1.000000000000000000e+02,1.779189323999999885e+02,2.007000000000000000e+03
9.800000000000000000e+01,2.876276879999999892e+03,9.500000000000000000e+01,1.271300172999999916e+02,1.987000000000000000e+03
9.900000000000000000e+01,2.497604252000000088e+03,9.500000000000000000e+01,9.779232100000000116e+01,1.988000000000000000e+03
8.500000000000000000e+01,5.434825499999999920e+03,1.000000000000000000e+02,9.716140280000000473e+01,2.007000000000000000e+03
9.000000000000000000e+01,3.641333084999999755e+03,9.500000000000000000e+01,1.176662442999999882e+02,1.930000000000000000e+03
6.300000000000000000e+01,4.774991232799999852e+04,9.500000000000000000e+01,1.457421042000000000e+02,2.007000000000000000e+03
8.400000000000000000e+01,3.987954177999999956e+03,9.500000000000000000e+01,1.135652759999999972e+02,1.955000000000000000e+03
6.200000000000000000e+01,7.055797043999999914e+03,1.000000000000000000e+02,1.223981307999999899e+02,2.009000000000000000e+03
7.800000000000000000e+01,4.342843638000000283e+03,1.000000000000000000e+02,9.810778009999999938e+01,1.990000000000000000e+03
7.600000000000000000e+01,3.075925427000000127e+03,1.000000000000000000e+02,1.031551257000000135e+02,1.962000000000000000e+03
8.900000000000000000e+01,6.236764196000000084e+03,1.000000000000000000e+02,1.059942575999999974e+02,1.994000000000000000e+03
3.600000000000000000e+01,2.687312178000000131e+03,1.000000000000000000e+02,1.422720540999999912e+02,2.009000000000000000e+03
7.300000000000000000e+01,3.390216276000000107e+03,1.000000000000000000e+02,1.274454763999999898e+02,1.968000000000000000e+03
8.600000000000000000e+01,3.430814886999999999e+03,1.000000000000000000e+02,1.018932892999999922e+02,1.971000000000000000e+03
5.500000000000000000e+01,6.210193938000000344e+03,1.000000000000000000e+02,1.274454763999999898e+02,2.005000000000000000e+03
1.600000000000000000e+01,3.582990001000000120e+03,1.000000000000000000e+02,1.312309855999999968e+02,1.983000000000000000e+03
8.700000000000000000e+01,5.048720631999999569e+03,1.000000000000000000e+02,8.895946619999999427e+01,1.986000000000000000e+03
6.400000000000000000e+01,2.030302161999999953e+03,1.000000000000000000e+02,1.359628720999999985e+02,1.964000000000000000e+03
4.100000000000000000e+01,1.961553942000000006e+03,1.000000000000000000e+02,1.422720540999999912e+02,1.987000000000000000e+03
6.300000000000000000e+01,1.378708390899999904e+04,9.500000000000000000e+01,1.671933229999999924e+02,1.971000000000000000e+03
1.000000000000000000e+02,2.783188074000000142e+03,1.000000000000000000e+02,4.574156949999999711e+01,1.953000000000000000e+03
5.600000000000000000e+01,2.239705523999999969e+03,1.000000000000000000e+02,1.586759272999999837e+02,1.953000000000000000e+03
9.100000000000000000e+01,1.245643424000000095e+03,1.000000000000000000e+02,1.835971962000000133e+02,1.993000000000000000e+03
3.400000000000000000e+01,3.795923676999999770e+03,1.000000000000000000e+02,1.776034732999999903e+02,1.930000000000000000e+03
4.500000000000000000e+01,2.977912761999999930e+03,1.000000000000000000e+02,1.498430725000000052e+02,1.927000000000000000e+03
7.200000000000000000e+01,5.477560879999999997e+03,1.000000000000000000e+02,1.157734897000000132e+02,1.989000000000000000e+03
7.000000000000000000e+01,4.414007335999999668e+03,1.000000000000000000e+02,1.075715531000000027e+02,1.988000000000000000e+03
3.600000000000000000e+01,3.507645668000000114e+03,1.000000000000000000e+02,1.473193997000000195e+02,1.989000000000000000e+03
5.100000000000000000e+01,4.292861823999999615e+03,1.000000000000000000e+02,1.466884814999999946e+02,1.999000000000000000e+03
6.300000000000000000e+01,3.270743018000000120e+03,1.000000000000000000e+02,1.842281143999999813e+02,2.015000000000000000e+03
3.900000000000000000e+01,7.032013875999999982e+03,1.000000000000000000e+02,1.574140908999999908e+02,1.929000000000000000e+03
5.600000000000000000e+01,2.284670575999999983e+03,1.000000000000000000e+02,1.369092493999999931e+02,1.926000000000000000e+03
1.000000000000000000e+02,3.913074360000000070e+03,9.500000000000000000e+01,9.526864820000000122e+01,2.013000000000000000e+03
6.800000000000000000e+01,3.186479996999999912e+03,9.500000000000000000e+01,1.555213362999999731e+02,1.988000000000000000e+03
4.200000000000000000e+01,2.462394014999999854e+03,9.500000000000000000e+01,1.750798005000000046e+02,1.986000000000000000e+03
4.100000000000000000e+01,2.505036492000000180e+03,1.000000000000000000e+02,1.984237738999999863e+02,1.926000000000000000e+03
8.700000000000000000e+01,2.726331438000000162e+03,1.000000000000000000e+02,1.195589988999999917e+02,1.953000000000000000e+03
9.900000000000000000e+01,2.115029697999999826e+03,9.500000000000000000e+01,1.570986317999999926e+02,1.964000000000000000e+03
7.800000000000000000e+01,4.596840439999999944e+03,1.000000000000000000e+02,1.334391992999999843e+02,1.974000000000000000e+03
1.000000000000000000e+02,1.778980966400000034e+04,9.500000000000000000e+01,5.962176989999999677e+01,1.988000000000000000e+03
1.500000000000000000e+01,2.667802548000000115e+03,1.000000000000000000e+02,1.952691829000000041e+02,1.963000000000000000e+03
7.100000000000000000e+01,4.946155719999999747e+03,1.000000000000000000e+02,1.107261440999999991e+02,1.991000000000000000e+03
7.200000000000000000e+01,1.172788891399999920e+04,9.500000000000000000e+01,1.312309855999999968e+02,1.982000000000000000e+03
8.500000000000000000e+01,1.819412352000000101e+04,9.500000000000000000e+01,1.085179303999999973e+02,1.997000000000000000e+03
9.400000000000000000e+01,8.897784825000000637e+03,1.000000000000000000e+02,8.706671160000000498e+01,2.017000000000000000e+03
9.100000000000000000e+01,1.708727717800000028e+04,9.500000000000000000e+01,1.028396666000000010e+02,2.008000000000000000e+03
5.200000000000000000e+01,2.284670575999999983e+03,1.000000000000000000e+02,1.435338904999999841e+02,1.926000000000000000e+03
8.800000000000000000e+01,3.525575946999999815e+03,1.000000000000000000e+02,1.072560939999999903e+02,1.968000000000000000e+03
1.000000000000000000e+02,3.403594308000000183e+03,1.000000000000000000e+02,1.082024712999999849e+02,1.927000000000000000e+03
1.000000000000000000e+02,4.623689406999999846e+03,9.500000000000000000e+01,3.722417380000000264e+01,2.004000000000000000e+03
4.100000000000000000e+01,8.104300301999999647e+03,1.000000000000000000e+02,1.466884814999999946e+02,2.012000000000000000e+03
5.200000000000000000e+01,2.236249532399999953e+04,1.000000000000000000e+02,1.501585316000000034e+02,2.006000000000000000e+03
8.200000000000000000e+01,3.173101964999999836e+03,9.500000000000000000e+01,1.779189323999999885e+02,1.986000000000000000e+03
1.000000000000000000e+02,5.925910757999999987e+03,1.000000000000000000e+02,4.227151940000000252e+01,1.910000000000000000e+03
9.600000000000000000e+01,6.310250468999999612e+03,1.000000000000000000e+02,9.369135269999999593e+01,2.001000000000000000e+03
5.100000000000000000e+01,4.969102761000000100e+03,1.000000000000000000e+02,1.309155264999999986e+02,1.971000000000000000e+03
3.600000000000000000e+01,3.408611069999999927e+03,1.000000000000000000e+02,1.129343577999999866e+02,1.971000000000000000e+03
7.900000000000000000e+01,2.804369957999999770e+03,1.000000000000000000e+02,7.665656130000000701e+01,1.961000000000000000e+03
7.000000000000000000e+00,2.200872069999999894e+03,1.000000000000000000e+02,2.451117207000000064e+02,2.001000000000000000e+03
1.200000000000000000e+01,4.246131615000000238e+03,1.000000000000000000e+02,1.574140908999999908e+02,1.973000000000000000e+03
9.400000000000000000e+01,4.115602899999999863e+03,1.000000000000000000e+02,1.173507852000000042e+02,2.010000000000000000e+03
8.900000000000000000e+01,3.174309703999999783e+03,1.000000000000000000e+02,1.192435397999999935e+02,1.963000000000000000e+03
9.500000000000000000e+01,2.490822333000000071e+03,1.000000000000000000e+02,8.769762980000000141e+01,1.998000000000000000e+03
