# Floor Area,Year Built,Energy Star Score,Site EUI
2.057253322299999854e+04,1.964000000000000000e+03,3.400000000000000000e+01,3.665634741999999733e+02
2.273800924999999916e+04,2.001000000000000000e+03,1.000000000000000000e+00,4.687722225999999637e+02
3.664549544700000115e+04,1.905000000000000000e+03,9.200000000000000000e+01,1.889600008999999829e+02
1.297919942099999935e+04,1.927000000000000000e+03,8.600000000000000000e+01,2.034711194999999861e+02
4.816091519999999946e+03,1.988000000000000000e+03,9.200000000000000000e+01,1.974773965999999916e+02
5.594999562300000252e+04,1.911000000000000000e+03,6.800000000000000000e+01,1.750798005000000046e+02
8.673424080000000686e+03,1.920000000000000000e+03,9.600000000000000000e+01,1.681397002999999870e+02
1.773453237900000022e+04,1.958000000000000000e+03,6.000000000000000000e+00,3.810745928000000049e+02
2.051298240000000078e+04,1.961000000000000000e+03,6.400000000000000000e+01,2.741339578999999844e+02
1.479721822799999973e+04,1.975000000000000000e+03,8.100000000000000000e+01,2.621465120999999954e+02
5.944212649000000056e+03,2.004000000000000000e+03,8.200000000000000000e+01,1.747643413999999780e+02
2.052004302800000005e+04,1.926000000000000000e+03,1.000000000000000000e+02,2.649856439999999935e+01
5.945792000000000371e+03,2.007000000000000000e+03,1.000000000000000000e+00,3.561533239000000322e+02
1.174591209600000002e+04,1.936000000000000000e+03,8.200000000000000000e+01,1.611996000999999978e+02
9.628002404999999271e+03,1.919000000000000000e+03,9.000000000000000000e+01,2.003165285000000040e+02
9.522557500000000800e+03,1.972000000000000000e+03,5.400000000000000000e+01,1.861208689999999990e+02
1.143886768099999972e+04,2.001000000000000000e+03,2.300000000000000000e+01,3.334402686999999901e+02
8.619837629600000218e+04,2.005000000000000000e+03,1.500000000000000000e+01,2.362788658999999996e+02
7.771150144000000182e+03,1.950000000000000000e+03,4.200000000000000000e+01,3.154590999999999781e+02
4.919492559000000256e+03,1.973000000000000000e+03,4.900000000000000000e+01,5.476369975999999724e+02
2.243607449999999881e+04,1.957000000000000000e+03,4.800000000000000000e+01,2.971624722000000247e+02
1.941440442500000063e+04,1.975000000000000000e+03,7.000000000000000000e+00,2.306006020999999748e+02
1.389828880000000026e+04,1.967000000000000000e+03,6.100000000000000000e+01,2.854904854999999770e+02
9.661912000000000262e+03,1.970000000000000000e+03,8.100000000000000000e+01,2.208213700000000017e+02
1.469130880799999977e+04,2.004000000000000000e+03,3.900000000000000000e+01,2.236605019000000141e+02
1.736403521499999988e+04,1.926000000000000000e+03,7.300000000000000000e+01,2.747648760999999809e+02
4.485672710199999710e+04,1.970000000000000000e+03,5.100000000000000000e+01,2.725566623999999933e+02
7.684564548000000286e+03,1.999000000000000000e+03,7.100000000000000000e+01,1.271300172999999916e+02
9.119358480000000782e+03,2.010000000000000000e+03,7.400000000000000000e+01,2.135658107000000143e+02
7.246434000000000196e+03,2.006000000000000000e+03,9.300000000000000000e+01,1.391174631000000090e+02
1.300642000000000007e+04,1.927000000000000000e+03,8.300000000000000000e+01,2.252377974000000052e+02
2.031184740500000044e+04,2.007000000000000000e+03,8.800000000000000000e+01,1.526822043999999892e+02
3.498726980000000185e+04,1.961000000000000000e+03,5.400000000000000000e+01,2.599382984000000079e+02
3.519676606500000344e+04,2.013000000000000000e+03,3.600000000000000000e+01,2.659320212999999740e+02
2.341155600000000049e+04,1.927000000000000000e+03,9.000000000000000000e+01,2.126194334000000197e+02
5.462696399999999994e+04,1.970000000000000000e+03,3.200000000000000000e+01,1.817044415999999956e+02
6.477197159999999712e+03,1.919000000000000000e+03,6.400000000000000000e+01,2.126194334000000197e+02
4.645149999999999636e+03,1.920000000000000000e+03,1.000000000000000000e+02,7.224013389999998935e+01
1.818752740700000140e+04,2.015000000000000000e+03,5.400000000000000000e+01,2.192440744999999822e+02
1.039333731900000021e+04,2.013000000000000000e+03,1.600000000000000000e+01,2.902223720000000071e+02
2.562004611600000135e+04,1.969000000000000000e+03,8.400000000000000000e+01,2.126194334000000197e+02
3.093502674599999955e+04,1.972000000000000000e+03,2.400000000000000000e+01,3.580460784999999646e+02
6.591467849999999999e+03,1.999000000000000000e+03,8.100000000000000000e+01,1.870672462999999937e+02
6.689015999999999622e+03,2.000000000000000000e+03,4.700000000000000000e+01,2.031556604000000164e+02
2.797411523300000044e+04,2.006000000000000000e+03,5.200000000000000000e+01,2.716102850999999987e+02
2.694837321000000156e+04,2.005000000000000000e+03,3.200000000000000000e+01,2.107266787999999735e+02
4.105931697700000223e+04,2.007000000000000000e+03,2.500000000000000000e+01,2.634083484999999882e+02
2.132885654599999907e+04,1.997000000000000000e+03,5.800000000000000000e+01,2.230295837000000176e+02
3.306965897699999914e+04,2.010000000000000000e+03,8.300000000000000000e+01,1.640387319999999818e+02
4.346866337899999780e+04,1.925000000000000000e+03,8.000000000000000000e+01,1.621459773999999925e+02
3.746406377999999677e+04,2.005000000000000000e+03,6.000000000000000000e+00,3.574151602999999682e+02
7.804966835999999603e+03,2.001000000000000000e+03,8.900000000000000000e+01,1.504739907000000017e+02
1.535222075000000041e+04,1.950000000000000000e+03,3.500000000000000000e+01,3.233455774999999903e+02
9.262057488000000376e+03,1.965000000000000000e+03,1.800000000000000000e+01,6.457447776999999860e+02
4.645149999999999636e+03,1.995000000000000000e+03,9.700000000000000000e+01,1.492121542999999804e+02
3.669269017100000201e+04,1.977000000000000000e+03,6.800000000000000000e+01,2.223986654999999928e+02
1.319055374599999959e+04,1.981000000000000000e+03,2.000000000000000000e+00,3.085189997999999605e+02
2.426041071100000045e+04,1.959000000000000000e+03,6.400000000000000000e+01,3.028407359999999926e+02
1.354377095200000076e+04,2.003000000000000000e+03,6.100000000000000000e+01,1.962155601999999988e+02
6.379370300999999927e+03,1.920000000000000000e+03,9.000000000000000000e+00,3.848601019999999835e+02
4.503612279500000295e+04,2.007000000000000000e+03,3.500000000000000000e+01,2.788658444000000145e+02
1.151997199999999975e+04,1.967000000000000000e+03,9.000000000000000000e+00,4.640403360999999904e+02
5.552626503999999841e+03,1.925000000000000000e+03,2.900000000000000000e+01,2.517363617999999974e+02
5.741405399999999645e+03,1.928000000000000000e+03,5.300000000000000000e+01,2.735030396999999880e+02
1.095911658899999929e+04,1.964000000000000000e+03,7.100000000000000000e+01,2.564682482999999706e+02
8.955849200000000565e+03,1.998000000000000000e+03,7.700000000000000000e+01,1.854899507999999742e+02
5.443465479000000414e+03,1.967000000000000000e+03,5.200000000000000000e+01,2.709793669000000023e+02
7.251543665000000146e+03,1.925000000000000000e+03,8.400000000000000000e+01,1.794962278999999796e+02
8.361270000000000437e+03,1.915000000000000000e+03,6.300000000000000000e+01,1.801271461000000045e+02
1.560212982000000011e+04,1.896000000000000000e+03,2.000000000000000000e+00,3.927465794999999957e+02
1.904511500000000160e+04,1.920000000000000000e+03,4.000000000000000000e+01,3.482668464000000199e+02
2.185663848900000085e+04,1.999000000000000000e+03,5.600000000000000000e+01,2.343861112999999818e+02
7.153995514999999614e+03,2.014000000000000000e+03,6.800000000000000000e+01,2.119885151999999948e+02
4.888927472000000307e+03,1.929000000000000000e+03,2.700000000000000000e+01,2.526827390999999636e+02
1.687861704000000100e+04,1.963000000000000000e+03,3.000000000000000000e+01,3.290238412999999582e+02
5.456564801999999872e+03,1.900000000000000000e+03,1.000000000000000000e+00,9.059985351999999921e+02
8.433734339999999065e+03,1.931000000000000000e+03,7.700000000000000000e+01,2.381716204999999889e+02
1.124126300000000083e+04,1.929000000000000000e+03,8.500000000000000000e+01,1.987392329999999845e+02
7.135201238099999318e+04,1.962000000000000000e+03,3.100000000000000000e+01,1.545749590000000069e+02
7.124731069999999818e+03,1.920000000000000000e+03,5.000000000000000000e+00,3.577306194000000232e+02
2.602640383799999836e+04,2.010000000000000000e+03,9.100000000000000000e+01,1.394329222000000073e+02
1.193469099199999982e+04,1.955000000000000000e+03,6.500000000000000000e+01,2.637238075999999865e+02
5.927490109000000302e+03,2.000000000000000000e+03,8.200000000000000000e+01,1.949537237999999775e+02
2.653560518099999899e+04,2.009000000000000000e+03,2.300000000000000000e+01,2.769730897999999684e+02
9.959201600000000326e+03,1.968000000000000000e+03,2.900000000000000000e+01,2.719257441999999969e+02
4.738052999999999884e+03,1.928000000000000000e+03,7.700000000000000000e+01,4.845451775999999882e+02
6.967725000000000364e+03,1.920000000000000000e+03,9.300000000000000000e+01,1.488966952000000106e+02
4.413078306000000157e+04,1.924000000000000000e+03,7.800000000000000000e+01,1.735025049999999851e+02
3.000766899999999805e+04,2.004000000000000000e+03,3.300000000000000000e+01,2.744494169999999826e+02
5.871469600000000355e+03,1.920000000000000000e+03,8.700000000000000000e+01,3.520523555999999985e+02
4.775771618000000308e+04,2.016000000000000000e+03,8.400000000000000000e+01,1.485812361000000124e+02
1.015439080300000023e+04,1.951000000000000000e+03,4.300000000000000000e+01,3.880146929999999657e+02
2.596731753000000026e+04,1.997000000000000000e+03,2.000000000000000000e+00,4.709804363000000080e+02
1.333046566399999938e+04,1.930000000000000000e+03,9.800000000000000000e+01,1.246063444999999916e+02
3.314648975800000335e+04,1.989000000000000000e+03,3.800000000000000000e+01,2.470044752999999957e+02
1.021524226799999997e+04,2.000000000000000000e+03,1.000000000000000000e+02,3.596233740000000267e+01
8.211138752000000750e+03,1.920000000000000000e+03,8.100000000000000000e+01,1.813889824999999973e+02
7.787621845899999607e+04,1.947000000000000000e+03,9.300000000000000000e+01,1.347010357000000056e+02
2.240365135300000111e+04,1.979000000000000000e+03,3.000000000000000000e+01,1.902218372999999758e+02
7.965689026000000013e+03,2.006000000000000000e+03,3.100000000000000000e+01,2.337551930999999854e+02
4.738052999999999884e+03,1.987000000000000000e+03,8.700000000000000000e+01,1.924300509999999917e+02
6.814806661999999960e+03,1.929000000000000000e+03,4.500000000000000000e+01,3.593079149000000143e+02
2.002347649299999830e+04,2.008000000000000000e+03,4.200000000000000000e+01,2.375407022999999924e+02
5.673530468200000178e+04,1.982000000000000000e+03,1.000000000000000000e+00,3.709799015999999483e+02
7.446788609800000268e+04,2.007000000000000000e+03,1.700000000000000000e+01,1.933764282999999864e+02
1.839934624700000131e+04,1.908000000000000000e+03,1.000000000000000000e+02,1.201899171000000024e+02
6.238808062000000064e+03,2.004000000000000000e+03,6.700000000000000000e+01,2.324933566999999925e+02
4.113939936299999681e+04,2.003000000000000000e+03,1.000000000000000000e+00,4.072576980999999705e+02
2.086750024800000028e+04,2.000000000000000000e+03,1.800000000000000000e+01,3.063107860999999730e+02
3.025664904000000024e+04,1.966000000000000000e+03,8.100000000000000000e+01,2.041020377000000110e+02
2.900524563000000126e+04,1.973000000000000000e+03,6.500000000000000000e+01,2.220832064000000230e+02
4.725418192000000090e+03,1.921000000000000000e+03,2.100000000000000000e+01,3.261847094000000311e+02
4.617279099999999744e+04,1.974000000000000000e+03,8.400000000000000000e+01,2.299696839000000068e+02
5.484993120000000090e+03,1.997000000000000000e+03,6.900000000000000000e+01,2.012629057999999986e+02
3.703327256900000066e+04,2.002000000000000000e+03,9.000000000000000000e+00,2.738184987999999862e+02
5.628583996800000023e+04,2.006000000000000000e+03,8.400000000000000000e+01,1.810735233999999991e+02
1.809815472099999897e+04,1.973000000000000000e+03,4.100000000000000000e+01,1.397483812999999770e+02
7.342960216999999830e+03,2.015000000000000000e+03,8.200000000000000000e+01,1.952691829000000041e+02
4.699869867000000340e+03,1.967000000000000000e+03,4.600000000000000000e+01,2.678247759000000201e+02
1.141313355000000047e+04,1.910000000000000000e+03,8.600000000000000000e+01,1.728715867999999887e+02
1.755030573000000004e+04,1.929000000000000000e+03,6.300000000000000000e+01,2.526827390999999636e+02
1.630038876800000071e+04,1.900000000000000000e+03,2.400000000000000000e+01,1.454266451000000018e+02
1.393080485000000044e+04,1.930000000000000000e+03,9.200000000000000000e+01,2.198749927000000071e+02
2.439744263599999977e+04,1.974000000000000000e+03,7.900000000000000000e+01,2.362788658999999996e+02
2.308379421599999841e+04,1.967000000000000000e+03,6.900000000000000000e+01,2.905378310999999485e+02
7.543166181999999935e+03,1.948000000000000000e+03,1.000000000000000000e+01,5.132519556999999395e+02
3.251604999999999927e+04,2.004000000000000000e+03,6.000000000000000000e+01,1.883290827000000149e+02
1.098485071999999927e+05,1.945000000000000000e+03,3.500000000000000000e+01,3.564687829999999735e+02
8.836004329999999754e+03,1.986000000000000000e+03,4.300000000000000000e+01,2.132503515999999877e+02
6.317403999999999542e+03,1.910000000000000000e+03,7.100000000000000000e+01,2.835977308999999877e+02
2.575131805499999973e+04,1.979000000000000000e+03,9.800000000000000000e+01,1.712942912999999976e+02
2.324665317499999946e+04,1.925000000000000000e+03,3.600000000000000000e+01,2.107266787999999735e+02
1.209597060000000056e+04,1.963000000000000000e+03,9.400000000000000000e+01,1.640387319999999818e+02
1.114836000000000058e+04,1.978000000000000000e+03,5.000000000000000000e+01,2.085184650999999860e+02
1.997414500000000044e+04,1.964000000000000000e+03,4.900000000000000000e+01,2.750803351999999791e+02
2.149552452799999810e+04,2.016000000000000000e+03,3.900000000000000000e+01,2.050484150000000056e+02
1.500383449999999903e+04,1.964000000000000000e+03,4.200000000000000000e+01,1.608841409999999996e+02
5.109664999999999964e+03,1.976000000000000000e+03,1.600000000000000000e+01,3.343866459999999847e+02
8.034994663999999830e+03,1.930000000000000000e+03,8.500000000000000000e+01,2.009474467000000004e+02
4.689464731000000029e+03,1.973000000000000000e+03,2.900000000000000000e+01,3.119890498999999977e+02
2.513787954600000012e+04,1.923000000000000000e+03,1.700000000000000000e+01,3.167209364000000278e+02
5.830778086000000258e+03,1.970000000000000000e+03,2.200000000000000000e+01,3.432195007999999916e+02
3.168196686599999884e+04,1.949000000000000000e+03,9.000000000000000000e+00,3.930620385999999939e+02
1.096255400000000009e+04,1.967000000000000000e+03,2.600000000000000000e+01,3.372257779000000255e+02
1.455585623400000077e+04,1.932000000000000000e+03,2.400000000000000000e+01,2.192440744999999822e+02
4.420324740000000020e+04,1.908000000000000000e+03,7.800000000000000000e+01,2.028402012999999897e+02
3.380684428199999820e+04,1.972000000000000000e+03,1.000000000000000000e+02,3.217682819999999566e+01
2.766075341399999888e+04,1.963000000000000000e+03,3.400000000000000000e+01,3.022098177999999962e+02
5.306442844299999706e+04,1.985000000000000000e+03,1.000000000000000000e+00,3.249228729999999814e+02
2.224720270099999834e+04,2.003000000000000000e+03,8.600000000000000000e+01,2.157740244000000018e+02
1.022862030000000050e+04,1.949000000000000000e+03,6.300000000000000000e+01,2.460580980000000011e+02
4.734030300100000022e+04,2.016000000000000000e+03,6.300000000000000000e+01,1.630923547000000156e+02
3.379448818300000130e+04,2.008000000000000000e+03,6.400000000000000000e+01,2.012629057999999986e+02
4.738052999999999884e+03,1.924000000000000000e+03,6.100000000000000000e+01,3.154590999999999781e+02
6.676381191999999828e+03,2.014000000000000000e+03,9.800000000000000000e+01,1.548904181000000051e+02
7.538149419999999736e+03,1.929000000000000000e+03,4.500000000000000000e+01,3.369103187999999705e+02
7.471166357000000062e+03,1.918000000000000000e+03,1.000000000000000000e+02,1.195589988999999917e+02
4.645149999999999636e+03,1.918000000000000000e+03,1.000000000000000000e+02,1.242908853999999934e+02
6.645537395999999717e+03,1.917000000000000000e+03,5.800000000000000000e+01,2.599382984000000079e+02
5.421633273999999801e+03,1.924000000000000000e+03,6.500000000000000000e+01,2.198749927000000071e+02
6.660206779699999606e+04,2.013000000000000000e+03,7.000000000000000000e+01,1.627768955999999889e+02
6.781918999999999869e+03,1.900000000000000000e+03,9.800000000000000000e+01,1.085179303999999973e+02
2.687377210099999866e+04,1.960000000000000000e+03,3.400000000000000000e+01,3.690871470000000159e+02
7.601332750299999316e+04,1.971000000000000000e+03,7.000000000000000000e+00,4.104122890999999527e+02
9.987072500000000218e+03,1.952000000000000000e+03,4.200000000000000000e+01,3.886456112000000189e+02
1.522048429600000054e+04,1.947000000000000000e+03,8.700000000000000000e+01,1.772880141999999921e+02
6.317403999999999542e+03,1.930000000000000000e+03,8.200000000000000000e+01,1.943228056000000095e+02
5.102883080999999947e+03,1.965000000000000000e+03,5.400000000000000000e+01,2.665629394999999704e+02
7.432239999999999782e+03,1.994000000000000000e+03,9.200000000000000000e+01,1.772880141999999921e+02
2.591975119400000040e+04,2.003000000000000000e+03,5.000000000000000000e+00,2.659320212999999740e+02
1.392615970000000016e+04,1.968000000000000000e+03,7.200000000000000000e+01,2.239759609999999839e+02
1.293860080999999991e+04,1.928000000000000000e+03,2.400000000000000000e+01,4.025258115999999973e+02
5.834680011999999988e+04,2.008000000000000000e+03,1.000000000000000000e+00,4.397499854000000141e+02
1.114836000000000058e+04,1.890000000000000000e+03,8.500000000000000000e+01,1.548904181000000051e+02
4.032482585899999685e+04,2.008000000000000000e+03,3.700000000000000000e+01,2.703484487000000058e+02
6.290675806900000316e+04,1.999000000000000000e+03,5.000000000000000000e+00,2.823358944999999949e+02
6.252371900000000096e+03,1.929000000000000000e+03,5.500000000000000000e+01,2.529981981999999903e+02
8.603783991199999582e+04,2.010000000000000000e+03,8.500000000000000000e+01,1.810735233999999991e+02
8.100769988000000012e+03,2.013000000000000000e+03,8.900000000000000000e+01,1.962155601999999988e+02
1.960587750800000140e+04,1.970000000000000000e+03,4.300000000000000000e+01,2.716102850999999987e+02
4.312222809199999756e+04,2.007000000000000000e+03,7.700000000000000000e+01,1.820199006999999938e+02
5.544172330999999758e+03,1.926000000000000000e+03,7.400000000000000000e+01,2.946387994000000390e+02
5.295470999999999549e+03,2.001000000000000000e+03,9.300000000000000000e+01,1.586759272999999837e+02
7.775609488000000056e+03,2.016000000000000000e+03,9.400000000000000000e+01,7.760293860000000166e+01
7.664497500000000400e+03,1.915000000000000000e+03,8.900000000000000000e+01,1.700324549000000047e+02
2.342056759099999908e+04,2.003000000000000000e+03,7.700000000000000000e+01,2.066257104999999967e+02
1.778711547699999937e+04,1.928000000000000000e+03,6.200000000000000000e+01,2.804431399000000056e+02
6.481842309999999998e+03,2.007000000000000000e+03,9.200000000000000000e+01,1.750798005000000046e+02
8.470895539999999528e+03,1.974000000000000000e+03,5.000000000000000000e+00,7.138839433000000554e+02
4.691601499999999760e+03,1.936000000000000000e+03,3.000000000000000000e+01,2.274460110999999642e+02
5.165220994000000064e+04,1.980000000000000000e+03,8.000000000000000000e+00,2.634083484999999882e+02
3.061153849999999875e+04,2.015000000000000000e+03,9.000000000000000000e+01,1.968464783999999952e+02
1.007068519999999990e+04,1.928000000000000000e+03,1.000000000000000000e+02,6.309181999999999846e+01
1.875033378100000118e+04,1.980000000000000000e+03,6.700000000000000000e+01,2.372252431999999942e+02
8.930579583999999159e+03,2.012000000000000000e+03,9.900000000000000000e+01,1.653005684000000031e+02
8.908282864000000700e+03,1.964000000000000000e+03,4.100000000000000000e+01,3.214528229000000010e+02
2.444463736000000063e+04,1.985000000000000000e+03,3.800000000000000000e+01,2.567837074000000257e+02
5.783211750000000393e+03,1.930000000000000000e+03,1.700000000000000000e+01,2.268150929000000247e+02
6.723018498000000363e+03,1.995000000000000000e+03,1.000000000000000000e+02,5.993722899999999854e+00
5.510076930000000175e+03,1.950000000000000000e+03,1.800000000000000000e+01,3.867528565999999728e+02
8.374276420000000144e+03,1.928000000000000000e+03,7.400000000000000000e+01,3.201909865000000082e+02
4.123527525900000182e+04,1.980000000000000000e+03,2.000000000000000000e+00,3.309165959000000043e+02
6.911983199999999670e+03,1.929000000000000000e+03,6.900000000000000000e+01,2.977933904000000211e+02
1.772719304199999897e+04,2.002000000000000000e+03,1.000000000000000000e+02,1.069406348999999921e+02
5.152400380000000041e+03,1.961000000000000000e+03,8.900000000000000000e+01,2.223986654999999928e+02
2.392521668700000009e+04,1.905000000000000000e+03,8.600000000000000000e+01,1.347010357000000056e+02
4.433516965999999957e+04,1.978000000000000000e+03,3.800000000000000000e+01,2.876986992000000214e+02
5.025680688000000373e+03,1.995000000000000000e+03,9.700000000000000000e+01,1.839126552999999831e+02
6.663421223499999905e+04,1.967000000000000000e+03,5.300000000000000000e+01,2.561527892000000293e+02
3.437411000000000058e+04,1.984000000000000000e+03,4.300000000000000000e+01,1.466884814999999946e+02
1.062141418399999930e+04,1.969000000000000000e+03,5.600000000000000000e+01,3.214528229000000010e+02
7.153530999999999949e+03,1.927000000000000000e+03,8.700000000000000000e+01,2.952697175999999786e+02
1.379293679800000064e+04,2.004000000000000000e+03,4.400000000000000000e+01,2.141967289000000108e+02
1.146339407299999948e+04,2.005000000000000000e+03,4.500000000000000000e+01,2.542600345999999831e+02
6.646652232000000367e+04,2.011000000000000000e+03,8.900000000000000000e+01,1.593068455000000085e+02
6.772628700000000208e+03,1.962000000000000000e+03,2.800000000000000000e+01,2.813895172000000002e+02
4.915776439000000209e+03,2.016000000000000000e+03,7.000000000000000000e+01,2.025247421999999915e+02
5.874628302000000076e+03,1.971000000000000000e+03,9.700000000000000000e+01,8.675125249999999255e+01
6.341558780000000297e+03,1.997000000000000000e+03,5.300000000000000000e+01,3.119890498999999977e+02
2.675606399999999849e+04,1.966000000000000000e+03,5.500000000000000000e+01,2.495281480999999815e+02
4.645149999999999636e+03,1.920000000000000000e+03,1.000000000000000000e+02,8.832854799999999784e+00
2.565757892799999900e+04,1.969000000000000000e+03,6.400000000000000000e+01,1.845435735000000079e+02
2.509895318899999984e+04,2.015000000000000000e+03,1.800000000000000000e+01,2.567837074000000257e+02
7.153642483600000560e+04,1.963000000000000000e+03,3.000000000000000000e+01,3.299702185999999529e+02
5.141066214000000400e+03,1.969000000000000000e+03,9.600000000000000000e+01,1.785498506000000134e+02
6.363855499999999665e+03,2.005000000000000000e+03,5.100000000000000000e+01,2.003165285000000040e+02
5.137164287999999942e+03,1.931000000000000000e+03,3.500000000000000000e+01,3.242919547999999850e+02
3.707034086599999864e+04,1.964000000000000000e+03,7.000000000000000000e+00,3.293393004000000133e+02
7.513019158499999321e+04,2.007000000000000000e+03,6.400000000000000000e+01,2.419571296999999959e+02
2.386678069999999934e+04,2.010000000000000000e+03,6.000000000000000000e+01,1.914836736999999971e+02
7.180194161000000349e+03,1.921000000000000000e+03,8.300000000000000000e+01,2.949542584999999804e+02
9.570867060000000492e+03,1.920000000000000000e+03,9.300000000000000000e+01,1.839126552999999831e+02
5.707960320000000138e+03,1.929000000000000000e+03,8.800000000000000000e+01,2.126194334000000197e+02
5.137535899999999856e+03,1.929000000000000000e+03,4.000000000000000000e+01,4.482673810999999660e+02
2.428057066199999826e+04,1.929000000000000000e+03,9.600000000000000000e+01,1.722406685999999922e+02
8.862946200000000317e+03,1.967000000000000000e+03,2.900000000000000000e+01,4.037876479999999901e+02
1.297641233099999954e+04,1.972000000000000000e+03,3.800000000000000000e+01,3.640398013999999876e+02
4.988519487999999910e+03,1.925000000000000000e+03,5.800000000000000000e+01,2.586764620000000150e+02
1.959816655900000114e+04,2.004000000000000000e+03,7.500000000000000000e+01,2.908532902000000036e+02
9.935975850000000719e+03,1.967000000000000000e+03,5.100000000000000000e+01,2.186131562999999858e+02
4.776840002500000264e+04,2.003000000000000000e+03,8.800000000000000000e+01,1.782343914999999868e+02
5.834308399999999892e+03,2.010000000000000000e+03,6.800000000000000000e+01,1.955846420000000023e+02
8.328753950000000259e+03,1.928000000000000000e+03,8.600000000000000000e+01,1.365937902999999949e+02
4.459808514999999898e+04,2.008000000000000000e+03,4.500000000000000000e+01,1.766570959999999957e+02
5.852889000000000124e+03,1.918000000000000000e+03,6.800000000000000000e+01,2.914842084000000000e+02
2.520904324400000041e+04,2.004000000000000000e+03,6.000000000000000000e+01,2.296542247999999802e+02
4.175989850000000297e+04,2.015000000000000000e+03,8.800000000000000000e+01,1.769725550999999939e+02
1.786794108699999924e+04,1.971000000000000000e+03,6.000000000000000000e+00,4.369108534999999733e+02
1.988124199999999837e+04,2.004000000000000000e+03,7.900000000000000000e+01,1.684551593999999852e+02
3.874055099999999948e+04,2.016000000000000000e+03,7.000000000000000000e+01,1.621459773999999925e+02
5.016761999999999716e+03,1.986000000000000000e+03,6.800000000000000000e+01,2.435344252000000154e+02
8.866197804999999789e+03,1.984000000000000000e+03,7.000000000000000000e+01,1.870672462999999937e+02
1.746576399999999921e+04,2.001000000000000000e+03,3.400000000000000000e+01,2.589919210999999564e+02
2.665154812500000116e+04,1.977000000000000000e+03,1.000000000000000000e+02,9.747686189999998874e+01
1.724558389000000170e+04,1.923000000000000000e+03,6.000000000000000000e+01,2.883296174000000178e+02
4.728576893999999811e+03,1.959000000000000000e+03,3.600000000000000000e+01,3.738190334999999891e+02
4.054612080499999865e+04,1.988000000000000000e+03,1.600000000000000000e+01,2.854904854999999770e+02
3.525594527599999856e+04,2.007000000000000000e+03,2.500000000000000000e+01,2.397489160000000084e+02
2.288293793000000005e+04,1.928000000000000000e+03,6.600000000000000000e+01,2.353324885999999765e+02
7.470144424000000072e+03,1.920000000000000000e+03,9.100000000000000000e+01,3.996866797000000133e+02
1.226319599999999991e+04,1.975000000000000000e+03,1.000000000000000000e+02,5.899085169999999323e+01
1.891532950899999923e+04,2.006000000000000000e+03,2.500000000000000000e+01,1.649851092999999764e+02
5.109664999999999964e+03,1.922000000000000000e+03,1.000000000000000000e+02,1.116725213999999937e+02
8.292243071000000782e+03,2.001000000000000000e+03,1.200000000000000000e+01,2.914842084000000000e+02
3.178406726300000082e+04,1.972000000000000000e+03,3.200000000000000000e+01,2.921151265999999964e+02
5.410670720000000074e+03,1.969000000000000000e+03,5.500000000000000000e+01,3.246074138999999832e+02
1.273978838999999971e+04,1.920000000000000000e+03,9.700000000000000000e+01,1.785498506000000134e+02
1.967471863099999973e+04,1.952000000000000000e+03,7.800000000000000000e+01,2.529981981999999903e+02
1.364187651999999980e+04,1.928000000000000000e+03,7.900000000000000000e+01,2.476353934999999922e+02
9.321701214000000618e+03,1.968000000000000000e+03,6.100000000000000000e+01,3.391185325000000148e+02
2.129104502499999944e+04,2.004000000000000000e+03,2.600000000000000000e+01,3.179827727999999638e+02
6.950723750999999538e+03,1.910000000000000000e+03,9.300000000000000000e+01,1.555213362999999731e+02
5.209442821999999978e+03,1.991000000000000000e+03,6.200000000000000000e+01,1.719252094999999940e+02
7.165050972000000002e+03,1.997000000000000000e+03,9.100000000000000000e+01,1.312309855999999968e+02
6.828370499999999993e+03,1.960000000000000000e+03,4.400000000000000000e+01,3.141972635999999852e+02
1.300642000000000007e+04,1.925000000000000000e+03,1.000000000000000000e+00,6.012650446000000102e+02
6.036744037000000390e+03,1.933000000000000000e+03,6.900000000000000000e+01,2.908532902000000036e+02
9.412931959999999890e+03,1.999000000000000000e+03,9.200000000000000000e+01,1.776034732999999903e+02
4.672184772999999950e+03,1.930000000000000000e+03,4.600000000000000000e+01,3.123045089999999959e+02
1.628394493700000021e+04,1.924000000000000000e+03,9.300000000000000000e+01,2.340706522000000120e+02
1.159132150399999955e+04,1.923000000000000000e+03,8.800000000000000000e+01,2.858059445999999753e+02
6.236857098999999835e+03,1.964000000000000000e+03,4.700000000000000000e+01,3.110426725999999462e+02
6.058297532999999930e+03,1.891000000000000000e+03,7.700000000000000000e+01,2.198749927000000071e+02
7.362191138000000137e+03,2.015000000000000000e+03,2.600000000000000000e+01,1.675087820999999906e+02
5.565261311999999634e+03,1.960000000000000000e+03,1.000000000000000000e+02,2.429035070000000118e+01
1.140960323600000083e+04,2.000000000000000000e+03,4.900000000000000000e+01,2.653011030999999775e+02
4.852974011000000246e+03,1.929000000000000000e+03,6.200000000000000000e+01,1.586759272999999837e+02
9.529060709999999744e+03,1.968000000000000000e+03,7.700000000000000000e+01,2.719257441999999969e+02
2.111267126500000086e+04,2.005000000000000000e+03,5.000000000000000000e+01,2.495281480999999815e+02
3.100776979500000016e+04,2.007000000000000000e+03,4.900000000000000000e+01,3.110426725999999462e+02
1.639273434999999881e+04,1.918000000000000000e+03,3.600000000000000000e+01,3.025252768999999944e+02
