# Year Built,Number of Floors,Floor Area,Energy Star Score,Site EUI
1.948000000000000000e+03,3.000000000000000000e+00,2.743239783999999872e+03,8.100000000000000000e+01,1.520512861999999927e+02
1.959000000000000000e+03,5.000000000000000000e+00,2.365217477000000144e+03,8.200000000000000000e+01,1.059942575999999974e+02
1.961000000000000000e+03,4.000000000000000000e+00,2.146059299999999894e+03,9.600000000000000000e+01,6.687732919999999126e+01
1.966000000000000000e+03,4.000000000000000000e+00,3.054650639999999839e+03,2.600000000000000000e+01,2.340706522000000120e+02
1.987000000000000000e+03,4.000000000000000000e+00,5.097680513000000246e+03,7.300000000000000000e+01,1.015778302000000082e+02
1.927000000000000000e+03,4.000000000000000000e+00,3.332802221999999801e+03,9.500000000000000000e+01,1.558367953999999997e+02
1.928000000000000000e+03,4.000000000000000000e+00,2.095241359000000102e+03,7.100000000000000000e+01,9.779232100000000116e+01
1.909000000000000000e+03,3.000000000000000000e+00,2.555204111999999895e+03,4.800000000000000000e+01,1.678242412000000172e+02
2.016000000000000000e+03,4.000000000000000000e+00,5.851774164000000383e+03,9.800000000000000000e+01,7.318651119999999821e+01
2.004000000000000000e+03,6.000000000000000000e+00,2.625503812100000141e+04,9.900000000000000000e+01,8.201936599999999089e+01
1.970000000000000000e+03,9.000000000000000000e+00,1.182004868999999962e+04,7.000000000000000000e+01,1.274454763999999898e+02
1.980000000000000000e+03,4.000000000000000000e+00,3.068957702000000154e+03,9.600000000000000000e+01,6.466911550000000375e+01
1.979000000000000000e+03,4.000000000000000000e+00,8.184382687999999689e+03,6.600000000000000000e+01,8.832854799999999784e+01
1.966000000000000000e+03,4.000000000000000000e+00,3.235254072000000178e+03,8.700000000000000000e+01,7.507926580000000172e+01
1.967000000000000000e+03,6.000000000000000000e+00,4.790821904000000359e+03,8.000000000000000000e+01,9.936961649999999224e+01
1.967000000000000000e+03,6.000000000000000000e+00,2.772225519999999960e+03,9.800000000000000000e+01,7.160921569999999292e+01
2.000000000000000000e+03,6.000000000000000000e+00,2.774640997999999854e+03,9.700000000000000000e+01,6.182998360000000559e+01
1.964000000000000000e+03,3.000000000000000000e+00,1.777513099000000147e+04,7.000000000000000000e+01,9.589956639999999766e+01
1.969000000000000000e+03,3.000000000000000000e+00,2.538109959999999774e+03,7.100000000000000000e+01,1.053633393999999868e+02
1.985000000000000000e+03,4.000000000000000000e+00,2.700039889000000130e+03,7.300000000000000000e+01,9.558410729999999944e+01
1.948000000000000000e+03,2.000000000000000000e+00,2.067277556000000004e+03,9.800000000000000000e+01,5.678263799999999861e+01
2.003000000000000000e+03,5.000000000000000000e+00,4.832814059999999699e+03,9.500000000000000000e+01,7.728747950000000344e+01
1.991000000000000000e+03,7.000000000000000000e+00,2.799167390000000069e+03,4.400000000000000000e+01,1.337546583999999825e+02
1.988000000000000000e+03,5.000000000000000000e+00,4.777072259999999915e+03,1.000000000000000000e+02,7.003192020000000184e+01
1.988000000000000000e+03,4.000000000000000000e+00,3.369870519000000058e+03,8.500000000000000000e+01,8.959038439999999071e+01
1.995000000000000000e+03,2.000000000000000000e+00,1.882307682999999997e+03,9.600000000000000000e+01,8.138844779999999446e+01
1.960000000000000000e+03,1.000000000000000000e+01,9.448792518000000200e+03,1.000000000000000000e+01,3.287083822000000168e+02
1.926000000000000000e+03,3.000000000000000000e+00,1.933218526999999995e+03,6.700000000000000000e+01,2.195595335999999804e+02
1.925000000000000000e+03,3.000000000000000000e+00,2.333723359999999957e+03,9.800000000000000000e+01,7.255559300000000178e+01
1.971000000000000000e+03,1.500000000000000000e+01,6.865345894000000044e+03,7.800000000000000000e+01,1.328082810999999879e+02
2.001000000000000000e+03,3.000000000000000000e+00,2.726981758999999784e+03,6.600000000000000000e+01,1.264990990999999951e+02
1.972000000000000000e+03,2.000000000000000000e+00,1.270467105599999923e+04,6.300000000000000000e+01,9.526864820000000122e+01
1.977000000000000000e+03,3.000000000000000000e+00,1.121348500299999978e+04,6.900000000000000000e+01,9.589956639999999766e+01
2.006000000000000000e+03,4.000000000000000000e+00,5.038872913999999582e+03,4.800000000000000000e+01,1.003159938000000011e+02
2.002000000000000000e+03,6.000000000000000000e+00,3.837822929999999815e+03,8.300000000000000000e+01,1.053633393999999868e+02
2.014000000000000000e+03,7.000000000000000000e+00,7.893967910000000302e+03,7.100000000000000000e+01,1.447957269000000053e+02
2.008000000000000000e+03,7.000000000000000000e+00,1.059512263499999972e+04,1.000000000000000000e+02,1.031551257000000135e+02
1.978000000000000000e+03,5.000000000000000000e+00,4.822594729999999799e+03,7.700000000000000000e+01,1.009469119999999975e+02
1.963000000000000000e+03,1.100000000000000000e+01,4.861985601999999744e+03,6.000000000000000000e+01,9.116767989999999600e+01
1.963000000000000000e+03,4.000000000000000000e+00,4.010808316000000104e+03,1.000000000000000000e+02,6.088360630000000384e+01
1.984000000000000000e+03,3.000000000000000000e+00,1.470282877999999982e+03,9.700000000000000000e+01,7.413288849999999286e+01
1.986000000000000000e+03,3.000000000000000000e+00,2.185914686999999958e+03,8.000000000000000000e+01,1.277609355000000022e+02
1.999000000000000000e+03,3.000000000000000000e+00,1.921791457999999921e+03,9.600000000000000000e+01,8.643579339999999434e+01
2.003000000000000000e+03,7.000000000000000000e+00,8.341481660999999804e+03,7.200000000000000000e+01,1.362783311999999967e+02
1.966000000000000000e+03,5.000000000000000000e+00,2.270642222999999831e+03,9.600000000000000000e+01,7.728747950000000344e+01
1.929000000000000000e+03,3.000000000000000000e+00,2.356763304000000062e+03,6.200000000000000000e+01,1.034705847999999833e+02
1.967000000000000000e+03,3.000000000000000000e+00,1.407015934999999990e+04,7.900000000000000000e+01,9.526864820000000122e+01
1.978000000000000000e+03,4.000000000000000000e+00,3.508017280000000028e+03,9.000000000000000000e+01,8.107298869999999624e+01
1.979000000000000000e+03,3.000000000000000000e+00,6.003206054000000222e+03,9.500000000000000000e+01,7.507926580000000172e+01
2.001000000000000000e+03,1.200000000000000000e+01,1.513064709500000026e+04,4.700000000000000000e+01,1.372247084999999913e+02
1.989000000000000000e+03,4.000000000000000000e+00,2.075824631999999838e+03,9.000000000000000000e+01,9.179859810000000664e+01
1.967000000000000000e+03,3.000000000000000000e+00,2.407488342000000102e+03,9.700000000000000000e+01,5.930631079999999855e+01
1.967000000000000000e+03,5.000000000000000000e+00,3.415578794999999900e+03,6.700000000000000000e+01,8.233482510000000332e+01
1.996000000000000000e+03,6.000000000000000000e+00,6.635225163000000066e+03,6.000000000000000000e+01,1.059942575999999974e+02
1.986000000000000000e+03,3.000000000000000000e+00,2.291359591999999793e+03,7.400000000000000000e+01,9.369135269999999593e+01
1.925000000000000000e+03,3.000000000000000000e+00,3.212585739999999987e+03,4.200000000000000000e+01,2.536291164000000151e+02
1.965000000000000000e+03,4.000000000000000000e+00,2.242771322999999938e+03,8.000000000000000000e+01,1.088333894999999956e+02
1.960000000000000000e+03,5.000000000000000000e+00,3.783103063000000020e+03,8.100000000000000000e+01,8.548941609999999969e+01
1.965000000000000000e+03,4.000000000000000000e+00,3.845812587999999778e+03,7.400000000000000000e+01,8.548941609999999969e+01
1.930000000000000000e+03,4.000000000000000000e+00,3.263032068999999865e+03,7.600000000000000000e+01,2.041020377000000110e+02
1.910000000000000000e+03,3.000000000000000000e+00,2.093290395999999873e+03,8.300000000000000000e+01,1.018932892999999922e+02
1.971000000000000000e+03,1.100000000000000000e+01,7.264921696999999767e+03,5.300000000000000000e+01,1.577295499999999890e+02
1.928000000000000000e+03,3.000000000000000000e+00,1.988774521000000050e+03,6.900000000000000000e+01,1.785498506000000134e+02
1.926000000000000000e+03,4.000000000000000000e+00,1.891133467999999993e+03,8.000000000000000000e+01,1.157734897000000132e+02
1.910000000000000000e+03,3.000000000000000000e+00,3.312549367999999959e+03,8.000000000000000000e+01,1.129343577999999866e+02
1.925000000000000000e+03,3.000000000000000000e+00,1.917517920000000004e+03,2.200000000000000000e+01,2.908532902000000036e+02
1.953000000000000000e+03,7.000000000000000000e+00,3.918834346000000096e+03,9.100000000000000000e+01,1.870672462999999937e+02
1.987000000000000000e+03,4.000000000000000000e+00,2.274265440000000126e+03,9.600000000000000000e+01,8.138844779999999446e+01
1.987000000000000000e+03,4.000000000000000000e+00,2.925329663999999866e+03,9.900000000000000000e+01,6.088360630000000384e+01
1.979000000000000000e+03,3.000000000000000000e+00,2.533650615999999900e+03,9.700000000000000000e+01,5.899085169999999323e+01
1.909000000000000000e+03,3.000000000000000000e+00,4.009879285999999865e+03,8.600000000000000000e+01,7.507926580000000172e+01
1.963000000000000000e+03,4.000000000000000000e+00,1.931453369999999950e+03,8.900000000000000000e+01,7.634110219999999458e+01
2.004000000000000000e+03,4.000000000000000000e+00,5.009236856999999873e+03,7.500000000000000000e+01,8.359666149999999618e+01
1.988000000000000000e+03,3.000000000000000000e+00,1.550160877400000027e+04,7.000000000000000000e+01,1.050478802999999886e+02
1.978000000000000000e+03,3.000000000000000000e+00,2.537831251000000066e+03,6.500000000000000000e+01,9.936961649999999224e+01
1.963000000000000000e+03,5.000000000000000000e+00,2.686940565999999762e+03,6.300000000000000000e+01,9.905415739999999403e+01
1.921000000000000000e+03,4.000000000000000000e+00,9.667857792000000700e+03,7.300000000000000000e+01,1.296536901000000057e+02
1.988000000000000000e+03,4.000000000000000000e+00,4.120433855999999651e+03,6.500000000000000000e+01,1.564677135999999962e+02
1.986000000000000000e+03,3.000000000000000000e+00,1.979112609000000020e+03,7.400000000000000000e+01,9.211405719999999064e+01
1.997000000000000000e+03,4.000000000000000000e+00,3.663443999000000076e+03,9.800000000000000000e+01,7.823385679999999809e+01
1.968000000000000000e+03,2.000000000000000000e+00,8.538436020999999528e+03,6.200000000000000000e+01,1.277609355000000022e+02
1.998000000000000000e+03,3.000000000000000000e+00,1.719913238999999976e+03,7.200000000000000000e+01,1.536285817000000122e+02
1.984000000000000000e+03,4.000000000000000000e+00,2.287271859999999833e+03,4.200000000000000000e+01,1.034705847999999833e+02
1.925000000000000000e+03,3.000000000000000000e+00,1.998529336000000058e+03,8.300000000000000000e+01,1.397483812999999770e+02
1.900000000000000000e+03,3.000000000000000000e+00,3.062082879999999932e+03,1.000000000000000000e+02,2.239759609999999768e+01
1.958000000000000000e+03,4.000000000000000000e+00,1.979948736000000054e+03,5.700000000000000000e+01,9.274497539999998708e+01
2.004000000000000000e+03,5.000000000000000000e+00,6.651111576000000241e+03,8.000000000000000000e+01,1.220826717000000059e+02
2.007000000000000000e+03,4.000000000000000000e+00,1.256308688400000028e+04,9.800000000000000000e+01,7.981115230000000338e+01
1.919000000000000000e+03,5.000000000000000000e+00,3.742225742999999966e+03,5.800000000000000000e+01,9.053676169999999956e+01
1.981000000000000000e+03,4.000000000000000000e+00,3.909729851999999937e+03,8.000000000000000000e+01,8.832854799999999784e+01
1.994000000000000000e+03,2.700000000000000000e+01,1.364875134199999957e+04,4.500000000000000000e+01,1.738179641000000117e+02
1.988000000000000000e+03,3.000000000000000000e+00,2.080283976000000166e+03,9.300000000000000000e+01,7.760293860000000166e+01
1.984000000000000000e+03,4.000000000000000000e+00,2.439725683000000117e+03,1.000000000000000000e+02,2.365943250000000120e+01
1.948000000000000000e+03,2.000000000000000000e+00,1.786292432499999995e+04,3.400000000000000000e+01,1.643541911000000084e+02
1.968000000000000000e+03,3.000000000000000000e+00,2.311612446000000091e+03,9.200000000000000000e+01,1.015778302000000082e+02
1.968000000000000000e+03,4.000000000000000000e+00,2.256428064000000177e+03,8.500000000000000000e+01,7.476380669999998929e+01
1.989000000000000000e+03,7.000000000000000000e+00,8.142483435000000100e+03,9.600000000000000000e+01,9.274497539999998708e+01
1.982000000000000000e+03,2.100000000000000000e+01,1.723406391799999983e+04,9.300000000000000000e+01,8.391212060000000861e+01
2.003000000000000000e+03,6.000000000000000000e+00,3.546200413000000026e+03,5.500000000000000000e+01,1.198744580000000042e+02
2.009000000000000000e+03,7.000000000000000000e+00,1.283222687500000029e+04,9.700000000000000000e+01,7.066283839999999827e+01
1.907000000000000000e+03,2.000000000000000000e+00,1.926436607999999978e+03,8.900000000000000000e+01,7.034737930000000006e+01
2.005000000000000000e+03,6.000000000000000000e+00,7.399166532000000188e+03,7.500000000000000000e+01,7.981115230000000338e+01
1.966000000000000000e+03,6.000000000000000000e+00,3.771583090999999968e+03,8.100000000000000000e+01,8.580487519999999790e+01
1.998000000000000000e+03,4.000000000000000000e+00,2.803255122000000028e+03,8.400000000000000000e+01,8.359666149999999618e+01
2.000000000000000000e+03,5.000000000000000000e+00,4.136041559999999663e+03,6.300000000000000000e+01,9.053676169999999956e+01
1.963000000000000000e+03,4.000000000000000000e+00,2.645134215999999924e+03,8.700000000000000000e+01,8.107298869999999624e+01
1.960000000000000000e+03,4.000000000000000000e+00,1.940186251999999968e+03,7.200000000000000000e+01,1.003159938000000011e+02
1.978000000000000000e+03,4.000000000000000000e+00,2.533186100999999780e+03,8.500000000000000000e+01,9.242951630000000307e+01
1.990000000000000000e+03,2.000000000000000000e+00,8.319370747000000847e+03,3.400000000000000000e+01,1.324928219999999897e+02
1.997000000000000000e+03,3.000000000000000000e+00,3.368662780000000112e+03,7.400000000000000000e+01,9.589956639999999766e+01
1.989000000000000000e+03,4.000000000000000000e+00,2.294332488000000012e+03,9.800000000000000000e+01,9.274497539999998708e+01
2.001000000000000000e+03,6.000000000000000000e+00,1.110060785799999940e+04,9.700000000000000000e+01,7.129375660000000892e+01
2.003000000000000000e+03,4.000000000000000000e+00,1.999086753999999928e+03,1.200000000000000000e+01,1.539440407999999820e+02
2.005000000000000000e+03,4.000000000000000000e+00,1.840129721000000018e+03,6.700000000000000000e+01,1.157734897000000132e+02
2.005000000000000000e+03,4.000000000000000000e+00,3.146531707000000097e+03,1.800000000000000000e+01,1.804426052000000027e+02
1.969000000000000000e+03,2.300000000000000000e+01,1.357331410599999981e+04,8.000000000000000000e+00,1.996856102999999791e+02
1.987000000000000000e+03,4.000000000000000000e+00,3.394489814000000024e+03,7.300000000000000000e+01,8.675125249999999255e+01
1.996000000000000000e+03,6.000000000000000000e+00,4.015453465999999935e+03,8.900000000000000000e+01,9.936961649999999224e+01
1.997000000000000000e+03,5.000000000000000000e+00,2.798507778699999835e+04,1.000000000000000000e+02,5.772901530000000037e+01
1.974000000000000000e+03,2.300000000000000000e+01,1.575309719500000028e+04,4.600000000000000000e+01,1.646696502000000066e+02
1.964000000000000000e+03,5.000000000000000000e+00,1.947897200999999995e+03,9.300000000000000000e+01,7.255559300000000178e+01
1.994000000000000000e+03,6.000000000000000000e+00,4.105197763999999552e+03,9.700000000000000000e+01,1.015778302000000082e+02
1.900000000000000000e+03,6.000000000000000000e+00,6.246333204999999907e+03,7.600000000000000000e+01,7.823385679999999809e+01
1.914000000000000000e+03,5.000000000000000000e+00,3.951536201999999776e+03,8.100000000000000000e+01,2.511054435999999725e+02
1.986000000000000000e+03,3.000000000000000000e+00,2.151819285999999920e+03,9.900000000000000000e+01,7.918023410000000695e+01
1.988000000000000000e+03,4.000000000000000000e+00,1.960253300000000081e+03,8.900000000000000000e+01,7.697202039999999101e+01
1.986000000000000000e+03,5.000000000000000000e+00,2.950227667999999994e+03,8.800000000000000000e+01,9.463773000000000479e+01
1.985000000000000000e+03,4.000000000000000000e+00,5.637725652000000082e+03,9.800000000000000000e+01,6.782370650000000012e+01
1.985000000000000000e+03,4.000000000000000000e+00,2.154885084999999890e+03,1.000000000000000000e+02,5.962176989999999677e+01
1.983000000000000000e+03,4.000000000000000000e+00,3.724481269999999768e+03,9.700000000000000000e+01,9.242951630000000307e+01
1.987000000000000000e+03,4.000000000000000000e+00,2.060216927999999825e+03,9.600000000000000000e+01,9.085222079999999778e+01
2.000000000000000000e+03,3.000000000000000000e+00,2.726795952999999827e+03,9.300000000000000000e+01,7.003192020000000184e+01
2.006000000000000000e+03,6.000000000000000000e+00,1.012261797699999988e+04,6.600000000000000000e+01,1.151425715000000025e+02
1.963000000000000000e+03,8.000000000000000000e+00,2.742496560000000045e+03,2.600000000000000000e+01,2.097803015000000073e+02
2.008000000000000000e+03,5.000000000000000000e+00,3.400249800000000050e+03,9.700000000000000000e+01,1.094643077000000062e+02
1.986000000000000000e+03,6.000000000000000000e+00,3.010057200000000194e+03,9.300000000000000000e+01,8.548941609999999969e+01
1.988000000000000000e+03,4.000000000000000000e+00,3.174030995000000075e+03,8.500000000000000000e+01,1.123034396000000044e+02
1.914000000000000000e+03,4.000000000000000000e+00,1.944273983999999928e+03,8.500000000000000000e+01,1.403792995000000019e+02
1.999000000000000000e+03,6.000000000000000000e+00,4.490001989999999751e+03,8.400000000000000000e+01,1.580450090999999873e+02
2.008000000000000000e+03,3.000000000000000000e+00,4.889113277999999809e+03,7.100000000000000000e+01,8.296574329999999975e+01
2.000000000000000000e+03,5.000000000000000000e+00,6.518167382999999973e+03,4.000000000000000000e+00,2.186131562999999858e+02
1.967000000000000000e+03,3.000000000000000000e+00,1.075993255700000009e+04,4.400000000000000000e+01,9.747686189999998874e+01
1.905000000000000000e+03,7.000000000000000000e+00,4.037564379999999801e+03,1.000000000000000000e+02,4.321789669999999717e+01
1.925000000000000000e+03,3.000000000000000000e+00,2.741846238999999969e+03,2.100000000000000000e+01,3.406958280000000059e+02
1.986000000000000000e+03,4.000000000000000000e+00,3.193354819000000134e+03,9.800000000000000000e+01,8.769762980000000141e+01
1.986000000000000000e+03,6.000000000000000000e+00,3.586520314999999755e+03,9.900000000000000000e+01,7.760293860000000166e+01
1.907000000000000000e+03,3.000000000000000000e+00,2.378316800000000057e+03,1.000000000000000000e+02,4.006330569999999369e+01
1.963000000000000000e+03,4.000000000000000000e+00,2.150704450000000179e+03,9.300000000000000000e+01,9.842323919999999760e+01
1.960000000000000000e+03,4.000000000000000000e+00,3.160931672000000162e+03,9.600000000000000000e+01,8.170390689999999267e+01
2.013000000000000000e+03,6.000000000000000000e+00,8.390441542000000481e+03,4.100000000000000000e+01,2.454271797999999762e+02
2.012000000000000000e+03,6.000000000000000000e+00,2.319044686000000183e+03,8.400000000000000000e+01,9.116767989999999600e+01
1.997000000000000000e+03,7.000000000000000000e+00,5.472451215000000047e+03,8.500000000000000000e+01,9.842323919999999760e+01
1.994000000000000000e+03,6.000000000000000000e+00,4.513878061000000343e+03,9.000000000000000000e+01,1.324928219999999897e+02
1.926000000000000000e+03,7.000000000000000000e+00,5.069902516000000105e+03,9.600000000000000000e+01,1.826508188999999902e+02
2.001000000000000000e+03,8.000000000000000000e+00,5.859949628000000303e+03,9.800000000000000000e+01,1.012623710999999957e+02
1.989000000000000000e+03,4.000000000000000000e+00,1.754008640000000014e+03,8.000000000000000000e+01,1.069406348999999921e+02
1.989000000000000000e+03,4.000000000000000000e+00,1.953842992999999979e+03,8.900000000000000000e+01,9.873869829999999581e+01
1.989000000000000000e+03,4.000000000000000000e+00,5.871283793999999943e+03,9.600000000000000000e+01,8.012661139999998738e+01
1.978000000000000000e+03,4.000000000000000000e+00,2.043865999999999985e+03,1.000000000000000000e+02,2.082030059999999949e+01
1.920000000000000000e+03,4.000000000000000000e+00,5.315166435999999521e+03,2.900000000000000000e+01,1.113570622999999813e+02
1.990000000000000000e+03,2.000000000000000000e+00,1.219881422100000054e+04,1.600000000000000000e+01,1.542594998999999802e+02
1.969000000000000000e+03,3.000000000000000000e+00,2.826109260000000177e+03,6.900000000000000000e+01,9.589956639999999766e+01
1.966000000000000000e+03,4.000000000000000000e+00,3.350732500999999957e+03,5.000000000000000000e+01,9.400681179999999415e+01
1.910000000000000000e+03,3.000000000000000000e+00,2.538853184000000056e+03,6.400000000000000000e+01,1.820199006999999938e+02
1.958000000000000000e+03,3.000000000000000000e+00,2.155349600000000009e+03,5.700000000000000000e+01,1.041015029999999939e+02
1.907000000000000000e+03,3.000000000000000000e+00,1.900516671000000088e+03,4.300000000000000000e+01,2.359634067999999729e+02
1.910000000000000000e+03,3.000000000000000000e+00,1.975489391999999953e+03,7.400000000000000000e+01,1.936918873999999846e+02
1.992000000000000000e+03,6.000000000000000000e+00,3.808279775999999856e+03,9.400000000000000000e+01,1.116725213999999937e+02
1.929000000000000000e+03,1.200000000000000000e+01,6.217440372000000025e+03,1.000000000000000000e+00,3.037871132999999872e+02
2.000000000000000000e+03,6.000000000000000000e+00,4.581046929999999520e+03,6.700000000000000000e+01,1.293382310000000075e+02
1.967000000000000000e+03,4.000000000000000000e+00,2.442791482000000087e+03,6.000000000000000000e+01,7.918023410000000695e+01
2.005000000000000000e+03,4.000000000000000000e+00,3.362345375999999760e+03,9.000000000000000000e+01,8.769762980000000141e+01
1.911000000000000000e+03,6.000000000000000000e+00,2.880736223999999766e+03,8.600000000000000000e+01,1.072560939999999903e+02
1.979000000000000000e+03,5.000000000000000000e+00,4.932034464000000298e+03,8.200000000000000000e+01,8.485849789999998904e+01
1.989000000000000000e+03,4.000000000000000000e+00,1.895871521000000030e+03,8.400000000000000000e+01,9.022130260000000135e+01
1.991000000000000000e+03,5.000000000000000000e+00,1.978276481999999987e+03,9.200000000000000000e+01,8.201936599999999089e+01
1.991000000000000000e+03,5.000000000000000000e+00,1.978276481999999987e+03,9.500000000000000000e+01,1.088333894999999956e+02
1.989000000000000000e+03,4.000000000000000000e+00,2.810501556000000164e+03,9.900000000000000000e+01,5.394350610000000046e+01
1.999000000000000000e+03,5.000000000000000000e+00,5.171445494999999937e+03,8.700000000000000000e+01,9.022130260000000135e+01
2.009000000000000000e+03,6.000000000000000000e+00,8.974429800000000341e+02,8.900000000000000000e+01,1.198744580000000042e+02
1.966000000000000000e+03,5.000000000000000000e+00,5.677023621000000276e+03,9.500000000000000000e+01,8.012661139999998738e+01
1.984000000000000000e+03,4.000000000000000000e+00,3.968816159999999854e+03,8.000000000000000000e+01,1.000005346999999887e+02
1.909000000000000000e+03,3.000000000000000000e+00,2.033832476000000042e+03,1.000000000000000000e+02,7.287105210000000000e+01
1.992000000000000000e+03,8.000000000000000000e+00,7.497736614999999802e+03,9.800000000000000000e+01,6.340727910000000378e+01
1.960000000000000000e+03,5.000000000000000000e+00,2.932947709999999915e+03,9.900000000000000000e+01,8.328120239999999797e+01
1.988000000000000000e+03,3.000000000000000000e+00,2.554646694000000025e+03,8.900000000000000000e+01,8.391212060000000861e+01
1.958000000000000000e+03,3.000000000000000000e+00,2.324061447999999928e+03,9.000000000000000000e+01,7.097829749999999649e+01
1.989000000000000000e+03,3.000000000000000000e+00,2.010606725999999981e+03,9.300000000000000000e+01,6.246090180000000203e+01
2.009000000000000000e+03,5.000000000000000000e+00,5.777637569999999869e+03,8.400000000000000000e+01,9.085222079999999778e+01
1.979000000000000000e+03,4.000000000000000000e+00,2.459328215999999884e+03,6.400000000000000000e+01,6.940100200000000541e+01
1.993000000000000000e+03,5.000000000000000000e+00,4.961206006000000343e+03,3.200000000000000000e+01,1.485812361000000124e+02
1.998000000000000000e+03,5.000000000000000000e+00,1.944459789999999884e+03,9.600000000000000000e+01,1.318619037999999932e+02
1.948000000000000000e+03,2.000000000000000000e+00,1.957744918999999982e+03,7.500000000000000000e+01,1.959001011000000005e+02
1.917000000000000000e+03,4.000000000000000000e+00,2.438332137999999759e+03,5.200000000000000000e+01,2.356479477000000031e+02
1.961000000000000000e+03,4.000000000000000000e+00,3.030031344999999874e+03,9.400000000000000000e+01,6.056814719999999852e+01
2.002000000000000000e+03,6.000000000000000000e+00,2.396897399999999834e+03,9.500000000000000000e+01,8.233482510000000332e+01
1.998000000000000000e+03,5.000000000000000000e+00,7.665798141999999643e+03,9.100000000000000000e+01,7.981115230000000338e+01
1.977000000000000000e+03,3.000000000000000000e+00,2.062632406000000174e+03,8.700000000000000000e+01,7.413288849999999286e+01
1.989000000000000000e+03,4.000000000000000000e+00,6.622125839999999698e+03,7.000000000000000000e+01,1.028396666000000010e+02
1.981000000000000000e+03,3.000000000000000000e+00,3.262939166000000114e+03,5.800000000000000000e+01,9.053676169999999956e+01
1.966000000000000000e+03,3.000000000000000000e+00,2.253733877000000120e+03,9.500000000000000000e+01,6.340727910000000378e+01
1.917000000000000000e+03,3.000000000000000000e+00,2.058730480000000171e+03,9.900000000000000000e+01,8.548941609999999969e+01
1.923000000000000000e+03,3.000000000000000000e+00,2.290058950000000095e+03,9.200000000000000000e+01,1.217672126000000077e+02
1.914000000000000000e+03,3.000000000000000000e+00,2.790806120000000192e+03,9.500000000000000000e+01,1.337546583999999825e+02
1.990000000000000000e+03,3.000000000000000000e+00,2.549908640999999989e+03,9.600000000000000000e+01,8.832854799999999784e+01
2.000000000000000000e+03,5.000000000000000000e+00,3.042851959000000079e+03,1.000000000000000000e+02,7.476380669999998929e+01
1.927000000000000000e+03,4.000000000000000000e+00,2.117723884999999882e+03,8.400000000000000000e+01,1.725561277000000189e+02
2.013000000000000000e+03,7.000000000000000000e+00,2.685602762799999982e+04,1.000000000000000000e+02,7.476380669999998929e+01
1.987000000000000000e+03,3.000000000000000000e+00,2.502899722999999994e+03,9.000000000000000000e+01,8.201936599999999089e+01
1.995000000000000000e+03,3.000000000000000000e+00,4.564603098999999929e+03,8.400000000000000000e+01,7.823385679999999809e+01
1.986000000000000000e+03,3.000000000000000000e+00,2.168913438000000042e+03,7.900000000000000000e+01,1.088333894999999956e+02
2.016000000000000000e+03,3.000000000000000000e+00,8.387282839999999851e+03,9.900000000000000000e+01,8.832854799999999784e+01
1.924000000000000000e+03,3.000000000000000000e+00,2.581960176000000047e+03,9.500000000000000000e+01,1.050478802999999886e+02
1.908000000000000000e+03,5.000000000000000000e+00,2.192510800000000017e+03,9.900000000000000000e+01,2.296542247999999802e+02
1.964000000000000000e+03,4.000000000000000000e+00,2.754295240999999805e+03,9.300000000000000000e+01,7.034737930000000006e+01
1.916000000000000000e+03,3.000000000000000000e+00,1.889647019999999884e+03,7.700000000000000000e+01,1.977928557000000183e+02
1.960000000000000000e+03,5.000000000000000000e+00,4.322497881000000234e+03,7.300000000000000000e+01,1.927455100999999900e+02
1.924000000000000000e+03,3.000000000000000000e+00,4.298993421999999555e+03,8.700000000000000000e+01,1.772880141999999921e+02
1.977000000000000000e+03,4.000000000000000000e+00,2.880736223999999766e+03,4.800000000000000000e+01,1.444802677999999787e+02
1.968000000000000000e+03,5.000000000000000000e+00,5.003941386000000421e+03,9.400000000000000000e+01,9.242951630000000307e+01
2.007000000000000000e+03,8.000000000000000000e+00,4.267313498999999865e+03,9.800000000000000000e+01,1.059942575999999974e+02
1.980000000000000000e+03,4.000000000000000000e+00,2.552974439999999959e+03,8.700000000000000000e+01,7.350197029999999643e+01
1.947000000000000000e+03,3.000000000000000000e+00,2.315142760000000180e+03,7.300000000000000000e+01,1.870672462999999937e+02
1.983000000000000000e+03,2.200000000000000000e+01,1.818929256399999940e+04,4.800000000000000000e+01,1.470039405999999929e+02
2.007000000000000000e+03,4.000000000000000000e+00,1.311140038999999888e+03,8.100000000000000000e+01,8.454303880000000504e+01
1.997000000000000000e+03,6.000000000000000000e+00,4.515085799999999836e+03,9.600000000000000000e+01,1.356474130000000002e+02
1.991000000000000000e+03,5.000000000000000000e+00,2.768788109000000077e+03,1.000000000000000000e+02,6.908554289999999298e+01
1.985000000000000000e+03,3.000000000000000000e+00,2.808457690000000184e+03,1.900000000000000000e+01,1.299691492000000039e+02
2.009000000000000000e+03,5.000000000000000000e+00,2.250760980999999902e+03,8.700000000000000000e+01,7.160921569999999292e+01
1.981000000000000000e+03,3.000000000000000000e+00,4.405367357000000084e+03,8.100000000000000000e+01,8.201936599999999089e+01
2.013000000000000000e+03,7.000000000000000000e+00,8.217270350000000690e+03,9.900000000000000000e+01,7.634110219999999458e+01
2.006000000000000000e+03,6.000000000000000000e+00,4.874806216000000131e+04,9.200000000000000000e+01,1.179817033999999865e+02
