# Year Built,Number of Floors,Floor Area,Energy Star Score,Site EUI
1.959000000000000000e+03,4.000000000000000000e+00,2.162967646000000059e+03,8.700000000000000000e+01,7.854931589999999630e+01
1.990000000000000000e+03,4.000000000000000000e+00,3.468998019999999997e+03,9.800000000000000000e+01,6.340727910000000378e+01
2.002000000000000000e+03,4.000000000000000000e+00,3.452368382999999994e+03,8.500000000000000000e+01,6.624641099999999483e+01
1.930000000000000000e+03,3.000000000000000000e+00,2.073594959999999901e+03,8.400000000000000000e+01,1.977928557000000183e+02
2.014000000000000000e+03,1.000000000000000000e+01,3.121568670900000143e+04,9.400000000000000000e+01,9.589956639999999766e+01
1.966000000000000000e+03,4.000000000000000000e+00,2.439725683000000117e+03,8.500000000000000000e+01,7.665656130000000701e+01
1.968000000000000000e+03,3.000000000000000000e+00,1.858989029999999957e+03,8.600000000000000000e+01,9.116767989999999600e+01
2.003000000000000000e+03,8.000000000000000000e+00,1.390730039100000067e+04,9.800000000000000000e+01,1.031551257000000135e+02
2.000000000000000000e+03,5.000000000000000000e+00,3.382876938999999766e+03,1.500000000000000000e+01,1.788653097000000116e+02
1.997000000000000000e+03,6.000000000000000000e+00,5.575294836000000032e+03,9.900000000000000000e+01,1.044169621000000063e+02
1.926000000000000000e+03,3.000000000000000000e+00,2.214528811000000132e+03,7.800000000000000000e+01,1.104106850000000009e+02
1.997000000000000000e+03,4.000000000000000000e+00,2.311426640000000134e+03,3.800000000000000000e+01,2.637238075999999865e+02
2.006000000000000000e+03,7.000000000000000000e+00,1.819040740000000005e+04,9.800000000000000000e+01,1.041015029999999939e+02
2.009000000000000000e+03,6.000000000000000000e+00,3.380647266999999829e+03,5.700000000000000000e+01,1.242908853999999934e+02
2.010000000000000000e+03,6.000000000000000000e+00,4.466218821999999818e+03,5.900000000000000000e+01,2.318624384999999961e+02
1.916000000000000000e+03,3.000000000000000000e+00,2.229672000000000025e+03,9.800000000000000000e+01,1.006314528999999993e+02
1.974000000000000000e+03,7.000000000000000000e+00,1.128223322299999927e+04,4.800000000000000000e+01,2.072566286999999932e+02
1.988000000000000000e+03,3.000000000000000000e+00,2.350538802999999916e+03,9.400000000000000000e+01,8.328120239999999797e+01
1.980000000000000000e+03,3.000000000000000000e+00,2.594037565999999970e+03,8.600000000000000000e+01,7.318651119999999821e+01
2.001000000000000000e+03,5.000000000000000000e+00,3.410376227000000199e+03,9.900000000000000000e+01,6.940100200000000541e+01
2.008000000000000000e+03,3.800000000000000000e+01,3.069821699900000021e+04,6.100000000000000000e+01,1.984237738999999863e+02
2.007000000000000000e+03,4.200000000000000000e+01,1.579351000000000022e+04,2.700000000000000000e+01,1.649851092999999764e+02
1.948000000000000000e+03,4.000000000000000000e+00,3.746406378000000132e+03,6.100000000000000000e+01,2.034711194999999861e+02
1.995000000000000000e+03,5.000000000000000000e+00,2.423653463999999985e+03,7.100000000000000000e+01,1.126188987000000026e+02
1.973000000000000000e+03,4.000000000000000000e+00,4.487772318000000269e+03,9.700000000000000000e+01,6.151452450000000027e+01
1.970000000000000000e+03,4.000000000000000000e+00,2.714811466000000109e+03,7.900000000000000000e+01,8.044207049999999981e+01
1.989000000000000000e+03,4.000000000000000000e+00,4.150348621999999523e+03,9.800000000000000000e+01,7.602564309999999637e+01
1.997000000000000000e+03,5.000000000000000000e+00,2.809015108000000055e+03,8.700000000000000000e+01,1.022087483999999904e+02
1.990000000000000000e+03,5.000000000000000000e+00,1.993930637500000012e+04,6.500000000000000000e+01,1.100952258999999884e+02
1.985000000000000000e+03,3.000000000000000000e+00,4.198936891000000287e+03,7.100000000000000000e+01,6.971646110000000363e+01
2.002000000000000000e+03,6.000000000000000000e+00,6.094808412000000317e+03,9.400000000000000000e+01,7.918023410000000695e+01
2.009000000000000000e+03,8.000000000000000000e+00,1.981398022800000035e+04,9.700000000000000000e+01,1.056787984999999992e+02
2.010000000000000000e+03,3.100000000000000000e+01,4.466674046700000326e+04,9.900000000000000000e+01,9.274497539999998708e+01
2.000000000000000000e+03,4.000000000000000000e+00,3.329364810999999918e+03,7.600000000000000000e+01,9.211405719999999064e+01
1.968000000000000000e+03,3.000000000000000000e+00,3.861699000999999953e+03,8.900000000000000000e+01,7.507926580000000172e+01
1.990000000000000000e+03,1.000000000000000000e+01,2.647456791000000158e+04,8.600000000000000000e+01,1.334391992999999843e+02
1.967000000000000000e+03,3.000000000000000000e+00,1.079003312899999946e+04,8.000000000000000000e+01,8.801308889999999963e+01
1.976000000000000000e+03,3.000000000000000000e+00,3.521581118000000060e+03,8.600000000000000000e+01,7.097829749999999649e+01
1.968000000000000000e+03,3.000000000000000000e+00,2.430249577000000045e+03,8.600000000000000000e+01,7.981115230000000338e+01
2.007000000000000000e+03,4.000000000000000000e+00,6.309042730000000120e+03,5.100000000000000000e+01,9.211405719999999064e+01
2.000000000000000000e+03,1.200000000000000000e+01,2.183248370900000009e+04,5.200000000000000000e+01,1.659314865999999995e+02
1.982000000000000000e+03,3.300000000000000000e+01,2.149329485600000044e+04,2.300000000000000000e+01,1.801271461000000045e+02
1.913000000000000000e+03,8.000000000000000000e+00,4.076955252000000200e+03,9.000000000000000000e+01,9.716140280000000473e+01
2.000000000000000000e+03,5.000000000000000000e+00,4.247060644999999568e+03,8.300000000000000000e+01,9.369135269999999593e+01
2.005000000000000000e+03,4.000000000000000000e+00,2.682481221999999889e+03,7.700000000000000000e+01,1.022087483999999904e+02
1.957000000000000000e+03,1.600000000000000000e+01,1.409152703999999903e+04,4.400000000000000000e+01,2.123039742999999930e+02
1.985000000000000000e+03,4.000000000000000000e+00,2.559756358999999975e+03,6.600000000000000000e+01,9.022130260000000135e+01
2.014000000000000000e+03,6.000000000000000000e+00,2.838530391099999906e+04,9.600000000000000000e+01,1.261836399999999969e+02
2.005000000000000000e+03,6.000000000000000000e+00,2.420792051599999832e+04,1.000000000000000000e+02,9.716140280000000473e+01
2.000000000000000000e+03,4.000000000000000000e+00,1.391417521300000044e+04,2.800000000000000000e+01,1.410102176999999983e+02
1.909000000000000000e+03,3.000000000000000000e+00,2.259029348000000027e+03,4.500000000000000000e+01,1.772880141999999921e+02
1.930000000000000000e+03,3.000000000000000000e+00,2.941216077000000041e+03,5.600000000000000000e+01,2.015783648999999969e+02
1.930000000000000000e+03,1.400000000000000000e+01,8.361270000000000437e+03,9.400000000000000000e+01,1.340701175000000092e+02
1.996000000000000000e+03,4.000000000000000000e+00,4.290632152000000133e+03,1.500000000000000000e+01,1.564677135999999962e+02
1.967000000000000000e+03,5.000000000000000000e+00,1.913615994000000001e+03,7.900000000000000000e+01,9.810778009999999938e+01
2.004000000000000000e+03,4.000000000000000000e+00,7.446639965000000302e+03,9.100000000000000000e+01,8.265028420000000153e+01
1.929000000000000000e+03,4.000000000000000000e+00,4.884653933999999936e+03,9.500000000000000000e+01,1.971619374999999934e+02
1.994000000000000000e+03,6.000000000000000000e+00,3.064777066999999988e+03,9.700000000000000000e+01,8.296574329999999975e+01
1.967000000000000000e+03,3.000000000000000000e+00,2.338740122000000156e+03,3.500000000000000000e+01,1.088333894999999956e+02
1.983000000000000000e+03,4.000000000000000000e+00,4.852137883999999758e+03,6.000000000000000000e+01,9.968507560000000467e+01
2.006000000000000000e+03,4.000000000000000000e+00,4.705444046999999955e+03,8.400000000000000000e+01,8.485849789999998904e+01
2.002000000000000000e+03,6.000000000000000000e+00,6.174240477000000283e+03,8.600000000000000000e+01,1.157734897000000132e+02
1.986000000000000000e+03,4.000000000000000000e+00,3.283749437999999827e+03,7.800000000000000000e+01,9.842323919999999760e+01
1.980000000000000000e+03,3.000000000000000000e+00,1.967313928000000033e+03,7.200000000000000000e+01,1.069406348999999921e+02
1.996000000000000000e+03,4.000000000000000000e+00,1.838457466999999951e+03,6.500000000000000000e+01,1.066251757999999938e+02
1.928000000000000000e+03,4.000000000000000000e+00,2.306595683999999892e+03,1.200000000000000000e+01,3.350175641999999812e+02
1.987000000000000000e+03,4.000000000000000000e+00,3.044988727999999810e+03,7.700000000000000000e+01,9.022130260000000135e+01
1.984000000000000000e+03,4.000000000000000000e+00,3.367547943999999916e+03,8.200000000000000000e+01,8.075752959999999803e+01
1.985000000000000000e+03,4.000000000000000000e+00,2.447715341000000080e+03,4.100000000000000000e+01,1.094643077000000062e+02
2.009000000000000000e+03,8.000000000000000000e+00,3.033050692500000150e+04,8.300000000000000000e+01,1.681397002999999870e+02
1.969000000000000000e+03,7.000000000000000000e+00,4.916984177999999702e+03,2.400000000000000000e+01,1.788653097000000116e+02
1.999000000000000000e+03,6.000000000000000000e+00,3.144766549999999825e+03,9.600000000000000000e+01,7.949569319999999095e+01
2.016000000000000000e+03,6.000000000000000000e+00,2.169192147000000205e+03,9.900000000000000000e+01,1.261836399999999969e+02
1.993000000000000000e+03,6.000000000000000000e+00,2.662321270999999797e+03,9.800000000000000000e+01,9.463773000000000479e+01
2.008000000000000000e+03,8.000000000000000000e+00,2.266164298399999825e+04,9.900000000000000000e+01,1.151425715000000025e+02
1.910000000000000000e+03,6.000000000000000000e+00,3.243150826999999936e+03,9.700000000000000000e+01,5.993722900000000209e+01
1.909000000000000000e+03,6.000000000000000000e+00,1.873444736800000101e+04,8.700000000000000000e+01,7.192467480000000535e+01
2.007000000000000000e+03,4.000000000000000000e+00,7.663196858000000248e+03,9.800000000000000000e+01,6.624641099999999483e+01
1.959000000000000000e+03,3.000000000000000000e+00,4.199308503000000201e+03,5.900000000000000000e+01,1.091488486000000080e+02
1.996000000000000000e+03,3.000000000000000000e+00,2.983301136000000042e+03,7.300000000000000000e+01,1.113570622999999813e+02
2.005000000000000000e+03,5.000000000000000000e+00,2.776684863999999834e+03,7.300000000000000000e+01,1.037860438999999957e+02
1.988000000000000000e+03,4.000000000000000000e+00,4.426549240999999711e+03,5.300000000000000000e+01,9.873869829999999581e+01
1.992000000000000000e+03,1.000000000000000000e+01,2.894114255999999841e+03,5.300000000000000000e+01,1.306000674000000004e+02
1.979000000000000000e+03,4.000000000000000000e+00,2.557898298999999952e+03,5.200000000000000000e+01,1.018932892999999922e+02
1.969000000000000000e+03,3.000000000000000000e+00,2.807157048000000032e+03,6.000000000000000000e+01,1.056787984999999992e+02
1.999000000000000000e+03,8.000000000000000000e+00,3.004018505000000005e+03,1.000000000000000000e+02,7.413288849999999286e+01
1.960000000000000000e+03,4.000000000000000000e+00,3.816083627999999862e+03,9.100000000000000000e+01,7.160921569999999292e+01
1.968000000000000000e+03,4.000000000000000000e+00,2.204402383999999984e+03,8.800000000000000000e+01,7.886477499999999452e+01
2.007000000000000000e+03,4.000000000000000000e+00,2.683038639999999759e+03,6.800000000000000000e+01,1.113570622999999813e+02
1.988000000000000000e+03,3.000000000000000000e+00,1.448729381999999987e+03,9.800000000000000000e+01,6.813916559999999834e+01
1.999000000000000000e+03,3.000000000000000000e+00,2.853608548000000155e+03,8.100000000000000000e+01,8.170390689999999267e+01
1.910000000000000000e+03,3.000000000000000000e+00,2.109269711999999799e+03,7.100000000000000000e+01,1.996856102999999791e+02
1.963000000000000000e+03,4.000000000000000000e+00,2.663900622000000112e+03,9.600000000000000000e+01,6.845462469999999655e+01
1.962000000000000000e+03,3.000000000000000000e+00,1.973259720000000016e+03,7.600000000000000000e+01,8.170390689999999267e+01
1.990000000000000000e+03,4.000000000000000000e+00,1.073726422500000081e+04,7.500000000000000000e+01,1.186126215999999971e+02
2.008000000000000000e+03,6.000000000000000000e+00,4.661779636999999639e+03,8.700000000000000000e+01,9.526864820000000122e+01
1.988000000000000000e+03,3.000000000000000000e+00,1.616047685000000001e+03,8.600000000000000000e+01,6.372273819999999489e+01
1.990000000000000000e+03,5.000000000000000000e+00,2.245000994999999875e+03,9.700000000000000000e+01,8.422757969999999261e+01
2.008000000000000000e+03,6.000000000000000000e+00,1.429284784100000070e+04,1.700000000000000000e+01,1.794962278999999796e+02
1.911000000000000000e+03,4.000000000000000000e+00,2.805670599999999922e+03,1.000000000000000000e+02,3.501596010000000092e+01
1.964000000000000000e+03,4.000000000000000000e+00,3.016653312999999798e+03,8.000000000000000000e+01,8.422757969999999261e+01
1.979000000000000000e+03,4.000000000000000000e+00,6.982032062000000224e+03,7.800000000000000000e+01,8.233482510000000332e+01
1.987000000000000000e+03,3.000000000000000000e+00,2.244164867999999842e+03,9.100000000000000000e+01,7.886477499999999452e+01
1.975000000000000000e+03,3.000000000000000000e+00,7.428802588999999898e+03,2.000000000000000000e+01,9.432227089999999237e+01
1.979000000000000000e+03,3.000000000000000000e+00,1.899680544000000054e+03,9.400000000000000000e+01,6.561549279999999840e+01
1.988000000000000000e+03,4.000000000000000000e+00,4.069151400000000194e+03,8.900000000000000000e+01,7.318651119999999821e+01
1.995000000000000000e+03,3.000000000000000000e+00,2.419194120000000112e+03,6.400000000000000000e+01,9.873869829999999581e+01
1.979000000000000000e+03,3.000000000000000000e+00,2.264139012999999977e+03,8.000000000000000000e+00,1.397483812999999770e+02
1.980000000000000000e+03,4.000000000000000000e+00,3.171894225999999890e+03,9.500000000000000000e+01,6.025268810000000030e+01
1.995000000000000000e+03,5.000000000000000000e+00,3.020462336000000050e+03,9.100000000000000000e+01,1.072560939999999903e+02
2.001000000000000000e+03,3.000000000000000000e+00,6.492154542999999649e+03,9.400000000000000000e+01,6.750824739999998769e+01
1.991000000000000000e+03,5.000000000000000000e+00,2.950227667999999994e+03,1.000000000000000000e+02,6.372273819999999489e+01
1.963000000000000000e+03,3.000000000000000000e+00,1.959695881999999983e+03,8.000000000000000000e+01,9.116767989999999600e+01
1.988000000000000000e+03,7.000000000000000000e+00,2.108340682000000015e+03,9.500000000000000000e+01,9.684594369999999230e+01
1.992000000000000000e+03,4.000000000000000000e+00,3.234232139000000188e+03,8.900000000000000000e+01,9.873869829999999581e+01
1.961000000000000000e+03,4.000000000000000000e+00,2.204309480999999778e+03,7.200000000000000000e+01,1.025242075000000028e+02
1.959000000000000000e+03,4.000000000000000000e+00,2.136025775999999951e+03,5.500000000000000000e+01,1.000005346999999887e+02
1.958000000000000000e+03,3.000000000000000000e+00,2.587534356000000116e+03,8.700000000000000000e+01,9.400681179999999415e+01
1.908000000000000000e+03,3.000000000000000000e+00,2.784302909999999883e+03,1.000000000000000000e+02,6.845462469999999655e+01
1.951000000000000000e+03,2.000000000000000000e+00,1.333139469400000053e+04,9.700000000000000000e+01,1.738179641000000117e+02
1.968000000000000000e+03,4.000000000000000000e+00,2.111062739900000088e+04,9.100000000000000000e+01,6.813916559999999834e+01
1.986000000000000000e+03,4.000000000000000000e+00,7.567971282999999858e+03,7.100000000000000000e+01,1.072560939999999903e+02
1.977000000000000000e+03,3.000000000000000000e+00,2.256428064000000177e+03,8.100000000000000000e+01,7.981115230000000338e+01
1.987000000000000000e+03,3.000000000000000000e+00,9.039554802999999083e+03,7.700000000000000000e+01,1.056787984999999992e+02
1.986000000000000000e+03,4.000000000000000000e+00,3.872661555000000135e+03,6.300000000000000000e+01,1.059942575999999974e+02
1.963000000000000000e+03,3.000000000000000000e+00,7.340637641999999687e+03,8.900000000000000000e+01,7.823385679999999809e+01
1.989000000000000000e+03,3.000000000000000000e+00,1.990168065999999953e+03,7.300000000000000000e+01,9.779232100000000116e+01
1.928000000000000000e+03,3.000000000000000000e+00,1.893734752000000071e+03,1.000000000000000000e+02,9.148313899999999421e+01
1.976000000000000000e+03,3.000000000000000000e+00,2.256428064000000177e+03,8.300000000000000000e+01,7.760293860000000166e+01
1.979000000000000000e+03,3.000000000000000000e+00,2.280954455999999936e+03,6.900000000000000000e+01,8.454303880000000504e+01
1.970000000000000000e+03,7.000000000000000000e+00,8.207051020000000790e+03,6.500000000000000000e+01,1.337546583999999825e+02
1.989000000000000000e+03,4.000000000000000000e+00,3.492037964000000102e+03,6.500000000000000000e+01,1.094643077000000062e+02
1.988000000000000000e+03,4.000000000000000000e+00,2.295726032999999916e+03,8.500000000000000000e+01,7.287105210000000000e+01
1.974000000000000000e+03,3.000000000000000000e+00,2.002245455999999876e+03,7.800000000000000000e+01,7.539472489999999993e+01
1.988000000000000000e+03,3.000000000000000000e+00,2.673023696600000039e+04,7.300000000000000000e+01,1.022087483999999904e+02
1.972000000000000000e+03,3.000000000000000000e+00,1.892248303999999962e+03,8.900000000000000000e+01,8.422757969999999261e+01
1.927000000000000000e+03,3.000000000000000000e+00,2.049347276999999849e+03,5.200000000000000000e+01,2.545754937000000098e+02
1.963000000000000000e+03,1.100000000000000000e+01,6.088676814000000377e+03,4.900000000000000000e+01,1.186126215999999971e+02
1.980000000000000000e+03,1.800000000000000000e+01,1.163684397399999943e+04,8.200000000000000000e+01,1.123034396000000044e+02
1.988000000000000000e+03,4.000000000000000000e+00,2.308360841000000164e+03,7.300000000000000000e+01,8.769762980000000141e+01
1.973000000000000000e+03,5.000000000000000000e+00,5.317117398999999750e+03,2.400000000000000000e+01,1.160889487999999830e+02
2.000000000000000000e+03,6.000000000000000000e+00,6.354565200000000004e+03,7.300000000000000000e+01,1.640387319999999818e+02
1.986000000000000000e+03,4.000000000000000000e+00,1.657389519999999948e+03,8.700000000000000000e+01,9.495318910000000301e+01
1.968000000000000000e+03,3.000000000000000000e+00,6.393119945000000371e+03,7.800000000000000000e+01,7.539472489999999993e+01
2.010000000000000000e+03,6.000000000000000000e+00,3.436797840200000064e+04,9.400000000000000000e+01,1.129343577999999866e+02
1.990000000000000000e+03,4.000000000000000000e+00,3.998080605000000105e+03,8.500000000000000000e+01,9.179859810000000664e+01
1.988000000000000000e+03,6.000000000000000000e+00,6.379556107000000338e+03,8.200000000000000000e+01,8.612033429999999612e+01
1.965000000000000000e+03,5.000000000000000000e+00,4.144960248000000320e+03,7.700000000000000000e+01,1.113570622999999813e+02
1.978000000000000000e+03,3.000000000000000000e+00,1.263062736500000028e+04,9.200000000000000000e+01,7.444834760000000529e+01
2.005000000000000000e+03,4.000000000000000000e+00,6.132805739000000358e+03,4.500000000000000000e+01,1.160889487999999830e+02
1.960000000000000000e+03,5.000000000000000000e+00,2.027329265999999961e+03,5.800000000000000000e+01,1.113570622999999813e+02
2.000000000000000000e+03,3.000000000000000000e+00,3.526969492000000173e+03,2.700000000000000000e+01,9.905415739999999403e+01
1.907000000000000000e+03,3.000000000000000000e+00,2.081213005999999950e+03,6.200000000000000000e+01,1.041015029999999939e+02
2.008000000000000000e+03,7.000000000000000000e+00,6.502931290999999874e+03,9.300000000000000000e+01,1.328082810999999879e+02
1.911000000000000000e+03,5.000000000000000000e+00,2.878599455000000034e+03,9.500000000000000000e+01,1.148271123999999901e+02
1.991000000000000000e+03,4.000000000000000000e+00,6.617109078000000409e+03,5.400000000000000000e+01,1.671933229999999924e+02
1.999000000000000000e+03,4.000000000000000000e+00,2.596731753000000026e+03,8.600000000000000000e+01,8.643579339999999434e+01
1.966000000000000000e+03,4.000000000000000000e+00,2.766001018999999815e+03,9.100000000000000000e+01,6.372273819999999489e+01
1.907000000000000000e+03,3.000000000000000000e+00,3.251605000000000018e+03,7.600000000000000000e+01,8.170390689999999267e+01
1.930000000000000000e+03,4.000000000000000000e+00,3.671526559999999790e+03,6.800000000000000000e+01,1.974773965999999916e+02
1.930000000000000000e+03,3.000000000000000000e+00,1.932196594000000005e+03,7.200000000000000000e+01,2.100957605999999771e+02
1.930000000000000000e+03,4.000000000000000000e+00,2.511632604999999785e+03,6.000000000000000000e+01,2.299696839000000068e+02
1.958000000000000000e+03,3.000000000000000000e+00,2.188144358999999895e+03,7.900000000000000000e+01,9.558410729999999944e+01
1.990000000000000000e+03,4.000000000000000000e+00,2.212949459999999817e+03,3.900000000000000000e+01,1.239754262999999810e+02
1.969000000000000000e+03,3.000000000000000000e+00,2.246394539999999779e+03,7.300000000000000000e+01,7.160921569999999292e+01
1.967000000000000000e+03,1.700000000000000000e+01,1.978257901399999901e+04,9.900000000000000000e+01,1.539440407999999820e+02
1.930000000000000000e+03,3.000000000000000000e+00,3.036813263999999890e+03,7.000000000000000000e+01,1.665624047999999959e+02
1.948000000000000000e+03,3.000000000000000000e+00,4.314879834999999730e+03,3.800000000000000000e+01,2.369097840999999676e+02
2.008000000000000000e+03,2.600000000000000000e+01,4.231350747699999920e+04,2.400000000000000000e+01,1.334391992999999843e+02
1.920000000000000000e+03,4.000000000000000000e+00,2.313284700000000157e+03,6.100000000000000000e+01,2.621465120999999954e+02
1.929000000000000000e+03,4.000000000000000000e+00,2.357878139999999803e+03,7.900000000000000000e+01,2.217677472999999964e+02
2.009000000000000000e+03,6.000000000000000000e+00,2.545263491000000158e+03,2.000000000000000000e+01,3.056798679000000334e+02
2.006000000000000000e+03,1.700000000000000000e+01,2.205749477499999921e+04,2.000000000000000000e+00,2.555218710000000044e+02
1.902000000000000000e+03,4.000000000000000000e+00,5.088297309999999925e+03,1.000000000000000000e+02,7.034737930000000006e+01
1.906000000000000000e+03,4.000000000000000000e+00,2.970945036999999957e+03,1.000000000000000000e+02,4.195606030000000430e+01
1.956000000000000000e+03,3.000000000000000000e+00,2.233295216999999866e+03,8.800000000000000000e+01,1.085179303999999973e+02
1.960000000000000000e+03,7.000000000000000000e+00,4.233032291999999870e+03,7.200000000000000000e+01,2.053638740999999754e+02
1.957000000000000000e+03,3.000000000000000000e+00,4.747157494000000042e+03,9.300000000000000000e+01,9.936961649999999224e+01
1.999000000000000000e+03,6.000000000000000000e+00,3.990369655999999850e+03,9.500000000000000000e+01,8.012661139999998738e+01
1.982000000000000000e+03,1.700000000000000000e+01,7.140060064999999668e+03,1.900000000000000000e+01,1.343855766000000074e+02
1.982000000000000000e+03,4.000000000000000000e+00,8.648061561000000438e+03,9.400000000000000000e+01,7.003192020000000184e+01
1.965000000000000000e+03,3.000000000000000000e+00,8.067232004999999845e+03,4.600000000000000000e+01,1.126188987000000026e+02
1.990000000000000000e+03,4.000000000000000000e+00,1.059038458200000059e+04,6.200000000000000000e+01,9.968507560000000467e+01
2.010000000000000000e+03,7.000000000000000000e+00,1.159178601899999921e+04,1.000000000000000000e+02,8.990584350000000313e+01
2.000000000000000000e+03,6.000000000000000000e+00,6.765939683999999943e+03,9.500000000000000000e+01,7.791839769999999987e+01
1.992000000000000000e+03,4.000000000000000000e+00,2.727353371000000152e+03,9.500000000000000000e+01,6.782370650000000012e+01
1.960000000000000000e+03,3.000000000000000000e+00,2.061982085000000097e+03,7.900000000000000000e+01,8.328120239999999797e+01
1.976000000000000000e+03,5.000000000000000000e+00,6.703415965000000142e+03,6.700000000000000000e+01,9.148313899999999421e+01
1.989000000000000000e+03,3.000000000000000000e+00,2.102580695999999989e+03,8.200000000000000000e+01,7.318651119999999821e+01
1.963000000000000000e+03,4.000000000000000000e+00,1.901445701000000099e+03,9.300000000000000000e+01,5.867539260000000212e+01
1.980000000000000000e+03,1.100000000000000000e+01,4.950800870000000032e+03,9.500000000000000000e+01,9.274497539999998708e+01
1.991000000000000000e+03,4.000000000000000000e+00,2.976612119999999777e+03,4.100000000000000000e+01,1.403792995000000019e+02
1.985000000000000000e+03,4.000000000000000000e+00,2.110384547999999995e+03,2.900000000000000000e+01,1.173507852000000042e+02
1.967000000000000000e+03,4.000000000000000000e+00,3.371635675999999876e+03,7.500000000000000000e+01,1.640387319999999818e+02
1.930000000000000000e+03,5.000000000000000000e+00,2.401078035000000000e+03,9.600000000000000000e+01,7.886477499999999452e+01
1.957000000000000000e+03,4.000000000000000000e+00,2.195855308000000150e+03,9.400000000000000000e+01,7.981115230000000338e+01
1.982000000000000000e+03,4.000000000000000000e+00,8.162829192000000148e+03,9.600000000000000000e+01,7.034737930000000006e+01
1.915000000000000000e+03,4.000000000000000000e+00,2.255684839999999895e+03,1.000000000000000000e+02,6.246090180000000203e+01
1.958000000000000000e+03,4.000000000000000000e+00,3.412512995999999930e+03,9.600000000000000000e+01,7.129375660000000892e+01
1.929000000000000000e+03,4.000000000000000000e+00,3.268141733999999815e+03,8.600000000000000000e+01,1.290227718999999809e+02
1.913000000000000000e+03,3.000000000000000000e+00,1.972702301999999918e+03,8.400000000000000000e+01,1.211362943999999970e+02
1.962000000000000000e+03,5.000000000000000000e+00,2.384912913000000117e+03,9.600000000000000000e+01,7.192467480000000535e+01
1.962000000000000000e+03,4.000000000000000000e+00,2.377945188000000144e+03,9.200000000000000000e+01,7.287105210000000000e+01
1.948000000000000000e+03,3.000000000000000000e+00,2.147917359999999917e+03,8.100000000000000000e+01,1.520512861999999927e+02
1.958000000000000000e+03,6.000000000000000000e+00,3.642912436000000071e+03,9.100000000000000000e+01,1.012623710999999957e+02
1.960000000000000000e+03,4.000000000000000000e+00,2.052505979000000025e+03,9.000000000000000000e+01,7.066283839999999827e+01
1.924000000000000000e+03,4.000000000000000000e+00,4.751988449999999830e+03,6.500000000000000000e+01,2.239759609999999839e+02
1.950000000000000000e+03,8.000000000000000000e+00,7.739377317999999832e+03,9.500000000000000000e+01,2.220832064000000230e+02
1.968000000000000000e+03,4.000000000000000000e+00,3.325555788000000121e+03,6.400000000000000000e+01,1.022087483999999904e+02
1.975000000000000000e+03,3.000000000000000000e+00,6.751353912999999920e+03,5.900000000000000000e+01,1.129343577999999866e+02
1.967000000000000000e+03,2.000000000000000000e+00,2.079354945999999927e+03,7.700000000000000000e+01,9.495318910000000301e+01
1.977000000000000000e+03,3.000000000000000000e+00,2.567746016999999938e+03,8.100000000000000000e+01,8.233482510000000332e+01
1.970000000000000000e+03,2.000000000000000000e+00,9.440152539000000615e+03,1.000000000000000000e+02,7.444834760000000529e+01
1.986000000000000000e+03,3.000000000000000000e+00,2.874604625999999826e+03,6.000000000000000000e+01,9.936961649999999224e+01
1.978000000000000000e+03,4.000000000000000000e+00,3.705714864000000034e+03,4.400000000000000000e+01,1.876981644999999901e+02
1.966000000000000000e+03,7.000000000000000000e+00,2.628318772999999965e+03,9.200000000000000000e+01,8.265028420000000153e+01
1.999000000000000000e+03,4.000000000000000000e+00,3.201344477000000097e+03,7.500000000000000000e+01,7.634110219999999458e+01
2.002000000000000000e+03,6.000000000000000000e+00,3.718442575000000033e+03,8.800000000000000000e+01,1.100952258999999884e+02
1.968000000000000000e+03,7.000000000000000000e+00,2.852958227000000079e+03,1.000000000000000000e+02,1.123034396000000044e+02
1.984000000000000000e+03,5.000000000000000000e+00,3.226149578000000020e+03,8.200000000000000000e+01,7.697202039999999101e+01
1.980000000000000000e+03,3.000000000000000000e+00,4.562094718000000285e+03,5.300000000000000000e+01,7.476380669999998929e+01
2.002000000000000000e+03,3.000000000000000000e+00,2.867915610000000015e+03,7.500000000000000000e+01,7.760293860000000166e+01
2.001000000000000000e+03,7.000000000000000000e+00,1.015281145199999992e+04,1.000000000000000000e+02,6.813916559999999834e+01
1.981000000000000000e+03,4.000000000000000000e+00,2.282626710000000003e+03,7.100000000000000000e+01,8.959038439999999071e+01
2.007000000000000000e+03,5.000000000000000000e+00,4.714734346999999616e+03,7.000000000000000000e+01,1.028396666000000010e+02
2.007000000000000000e+03,6.000000000000000000e+00,8.502482560000000376e+03,5.100000000000000000e+01,1.154580306000000007e+02
2.004000000000000000e+03,4.000000000000000000e+00,4.772984527999999955e+03,9.000000000000000000e+01,8.296574329999999975e+01
1.947000000000000000e+03,3.000000000000000000e+00,2.099979412000000139e+03,5.600000000000000000e+01,1.908527555000000007e+02
1.909000000000000000e+03,4.000000000000000000e+00,4.301037287999999535e+03,3.600000000000000000e+01,1.977928557000000183e+02
1.929000000000000000e+03,3.000000000000000000e+00,2.917154199999999946e+03,9.600000000000000000e+01,9.905415739999999403e+01
1.970000000000000000e+03,9.000000000000000000e+00,4.138549941000000217e+03,5.500000000000000000e+01,1.741334232000000100e+02
1.960000000000000000e+03,6.000000000000000000e+00,3.464910288000000037e+03,1.000000000000000000e+02,6.656187010000000726e+01
